unit_id,work_id,collection,composer,composer_id,title,movement,composition_year,year_start,year_end,year_source,year_certainty,period,period_source,format,path,license,catalog_key,duplicate_group,is_primary,is_target,in_analysis
kern-beethoven-piano-sonatas-sonata01--sonata01-1,kern-beethoven-piano-sonatas-sonata01,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 1 in F minor,1,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata01-1.krn,no LICENSE (craigsapp),op2/1,beethoven_l:op2/1,0,0,1
kern-beethoven-piano-sonatas-sonata01--sonata01-2,kern-beethoven-piano-sonatas-sonata01,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 1 in F minor,2,1795,1795,1795,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata01-2.krn,no LICENSE (craigsapp),op2/1,beethoven_l:op2/1,0,0,1
kern-beethoven-piano-sonatas-sonata01--sonata01-3,kern-beethoven-piano-sonatas-sonata01,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 1 in F minor,3,1795,1795,1795,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata01-3.krn,no LICENSE (craigsapp),op2/1,beethoven_l:op2/1,0,0,1
kern-beethoven-piano-sonatas-sonata01--sonata01-4,kern-beethoven-piano-sonatas-sonata01,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 1 in F minor,4,1795,1795,1795,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata01-4.krn,no LICENSE (craigsapp),op2/1,beethoven_l:op2/1,0,0,1
kern-beethoven-piano-sonatas-sonata02--sonata02-1,kern-beethoven-piano-sonatas-sonata02,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 2 in A major,1,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata02-1.krn,no LICENSE (craigsapp),op2/2,beethoven_l:op2/2,0,0,1
kern-beethoven-piano-sonatas-sonata02--sonata02-2,kern-beethoven-piano-sonatas-sonata02,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 2 in A major,2,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata02-2.krn,no LICENSE (craigsapp),op2/2,beethoven_l:op2/2,0,0,1
kern-beethoven-piano-sonatas-sonata02--sonata02-3,kern-beethoven-piano-sonatas-sonata02,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 2 in A major,3,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata02-3.krn,no LICENSE (craigsapp),op2/2,beethoven_l:op2/2,0,0,1
kern-beethoven-piano-sonatas-sonata02--sonata02-4,kern-beethoven-piano-sonatas-sonata02,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 2 in A major,4,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata02-4.krn,no LICENSE (craigsapp),op2/2,beethoven_l:op2/2,0,0,1
kern-beethoven-piano-sonatas-sonata03--sonata03-1,kern-beethoven-piano-sonatas-sonata03,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 3 in C major,1,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata03-1.krn,no LICENSE (craigsapp),op2/3,beethoven_l:op2/3,0,0,1
kern-beethoven-piano-sonatas-sonata03--sonata03-2,kern-beethoven-piano-sonatas-sonata03,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 3 in C major,2,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata03-2.krn,no LICENSE (craigsapp),op2/3,beethoven_l:op2/3,0,0,1
kern-beethoven-piano-sonatas-sonata03--sonata03-3,kern-beethoven-piano-sonatas-sonata03,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 3 in C major,3,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata03-3.krn,no LICENSE (craigsapp),op2/3,beethoven_l:op2/3,0,0,1
kern-beethoven-piano-sonatas-sonata03--sonata03-4,kern-beethoven-piano-sonatas-sonata03,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 3 in C major,4,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata03-4.krn,no LICENSE (craigsapp),op2/3,beethoven_l:op2/3,0,0,1
kern-beethoven-piano-sonatas-sonata04--sonata04-1,kern-beethoven-piano-sonatas-sonata04,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 4 in E-flat major,1,1796,1796,1797,manual,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata04-1.krn,no LICENSE (craigsapp),op7,beethoven_l:op7,0,0,1
kern-beethoven-piano-sonatas-sonata04--sonata04-2,kern-beethoven-piano-sonatas-sonata04,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 4 in E-flat major,2,1796,1796,1797,manual,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata04-2.krn,no LICENSE (craigsapp),op7,beethoven_l:op7,0,0,1
kern-beethoven-piano-sonatas-sonata04--sonata04-3,kern-beethoven-piano-sonatas-sonata04,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 4 in E-flat major,3,1796,1796,1797,manual,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata04-3.krn,no LICENSE (craigsapp),op7,beethoven_l:op7,0,0,1
kern-beethoven-piano-sonatas-sonata04--sonata04-4,kern-beethoven-piano-sonatas-sonata04,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 4 in E-flat major,4,1796,1796,1797,manual,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata04-4.krn,no LICENSE (craigsapp),op7,beethoven_l:op7,0,0,1
kern-beethoven-piano-sonatas-sonata05--sonata05-1,kern-beethoven-piano-sonatas-sonata05,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 5 in C Minor,1,1796,1795,1797,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata05-1.krn,no LICENSE (craigsapp),op10/1,beethoven_l:op10/1,0,0,1
kern-beethoven-piano-sonatas-sonata05--sonata05-2,kern-beethoven-piano-sonatas-sonata05,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 5 in C Minor,2,1796,1795,1797,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata05-2.krn,no LICENSE (craigsapp),op10/1,beethoven_l:op10/1,0,0,1
kern-beethoven-piano-sonatas-sonata05--sonata05-3,kern-beethoven-piano-sonatas-sonata05,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 5 in C Minor,3,1796,1795,1797,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata05-3.krn,no LICENSE (craigsapp),op10/1,beethoven_l:op10/1,0,0,1
kern-beethoven-piano-sonatas-sonata06--sonata06-1,kern-beethoven-piano-sonatas-sonata06,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 6 in F major,1,1796,1795,1797,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata06-1.krn,no LICENSE (craigsapp),op10/2,beethoven_l:op10/2,0,0,1
kern-beethoven-piano-sonatas-sonata06--sonata06-2,kern-beethoven-piano-sonatas-sonata06,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 6 in F major,2,1796,1795,1797,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata06-2.krn,no LICENSE (craigsapp),op10/2,beethoven_l:op10/2,0,0,1
kern-beethoven-piano-sonatas-sonata06--sonata06-3,kern-beethoven-piano-sonatas-sonata06,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 6 in F major,3,1796,1795,1797,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata06-3.krn,no LICENSE (craigsapp),op10/2,beethoven_l:op10/2,0,0,1
kern-beethoven-piano-sonatas-sonata07--sonata07-1,kern-beethoven-piano-sonatas-sonata07,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 7 in D major,1,1798,1798,1798,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata07-1.krn,no LICENSE (craigsapp),op10/3,beethoven_l:op10/3,0,0,1
kern-beethoven-piano-sonatas-sonata07--sonata07-2,kern-beethoven-piano-sonatas-sonata07,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 7 in D major,2,1798,1798,1798,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata07-2.krn,no LICENSE (craigsapp),op10/3,beethoven_l:op10/3,0,0,1
kern-beethoven-piano-sonatas-sonata07--sonata07-3,kern-beethoven-piano-sonatas-sonata07,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 7 in D major,3,1798,1798,1798,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata07-3.krn,no LICENSE (craigsapp),op10/3,beethoven_l:op10/3,0,0,1
kern-beethoven-piano-sonatas-sonata07--sonata07-4,kern-beethoven-piano-sonatas-sonata07,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 7 in D major,4,1798,1798,1798,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata07-4.krn,no LICENSE (craigsapp),op10/3,beethoven_l:op10/3,0,0,1
kern-beethoven-piano-sonatas-sonata08--sonata08-1,kern-beethoven-piano-sonatas-sonata08,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 8 in C minor,1,1798,1798,1798,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata08-1.krn,no LICENSE (craigsapp),op13,beethoven_l:op13,0,0,1
kern-beethoven-piano-sonatas-sonata08--sonata08-2,kern-beethoven-piano-sonatas-sonata08,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 8 in C minor,2,1798,1798,1798,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata08-2.krn,no LICENSE (craigsapp),op13,beethoven_l:op13,0,0,1
kern-beethoven-piano-sonatas-sonata08--sonata08-3,kern-beethoven-piano-sonatas-sonata08,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 8 in C minor,3,1798,1798,1798,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata08-3.krn,no LICENSE (craigsapp),op13,beethoven_l:op13,0,0,1
kern-beethoven-piano-sonatas-sonata09--sonata09-1,kern-beethoven-piano-sonatas-sonata09,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 9 in E major,1,1798,1798,1798,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata09-1.krn,no LICENSE (craigsapp),op14/1,beethoven_l:op14/1,0,0,1
kern-beethoven-piano-sonatas-sonata09--sonata09-2,kern-beethoven-piano-sonatas-sonata09,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 9 in E major,2,1798,1798,1798,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata09-2.krn,no LICENSE (craigsapp),op14/1,beethoven_l:op14/1,0,0,1
kern-beethoven-piano-sonatas-sonata09--sonata09-3,kern-beethoven-piano-sonatas-sonata09,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 9 in E major,3,1798,1798,1798,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata09-3.krn,no LICENSE (craigsapp),op14/1,beethoven_l:op14/1,0,0,1
kern-beethoven-piano-sonatas-sonata10--sonata10-1,kern-beethoven-piano-sonatas-sonata10,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 10 in G major,1,1799,1799,1799,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata10-1.krn,no LICENSE (craigsapp),op14/2,beethoven_l:op14/2,0,0,1
kern-beethoven-piano-sonatas-sonata10--sonata10-2,kern-beethoven-piano-sonatas-sonata10,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 10 in G major,2,1799,1799,1799,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata10-2.krn,no LICENSE (craigsapp),op14/2,beethoven_l:op14/2,0,0,1
kern-beethoven-piano-sonatas-sonata10--sonata10-3,kern-beethoven-piano-sonatas-sonata10,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 10 in G major,3,1799,1799,1799,manual,exact,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata10-3.krn,no LICENSE (craigsapp),op14/2,beethoven_l:op14/2,0,0,1
kern-beethoven-piano-sonatas-sonata11--sonata11-1,kern-beethoven-piano-sonatas-sonata11,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 11 in B-flat major,1,1800,1800,1800,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata11-1.krn,no LICENSE (craigsapp),op22,beethoven_l:op22,0,0,1
kern-beethoven-piano-sonatas-sonata11--sonata11-2,kern-beethoven-piano-sonatas-sonata11,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 11 in B-flat major,2,1800,1800,1800,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata11-2.krn,no LICENSE (craigsapp),op22,beethoven_l:op22,0,0,1
kern-beethoven-piano-sonatas-sonata11--sonata11-3,kern-beethoven-piano-sonatas-sonata11,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 11 in B-flat major,3,1800,1800,1800,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata11-3.krn,no LICENSE (craigsapp),op22,beethoven_l:op22,0,0,1
kern-beethoven-piano-sonatas-sonata11--sonata11-4,kern-beethoven-piano-sonatas-sonata11,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 11 in B-flat major,4,1800,1800,1800,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata11-4.krn,no LICENSE (craigsapp),op22,beethoven_l:op22,0,0,1
kern-beethoven-piano-sonatas-sonata12--sonata12-1,kern-beethoven-piano-sonatas-sonata12,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 12 in A-flat major,1,1801,1801,1801,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata12-1.krn,no LICENSE (craigsapp),op26,beethoven_l:op26,0,0,1
kern-beethoven-piano-sonatas-sonata12--sonata12-2,kern-beethoven-piano-sonatas-sonata12,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 12 in A-flat major,2,1801,1801,1801,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata12-2.krn,no LICENSE (craigsapp),op26,beethoven_l:op26,0,0,1
kern-beethoven-piano-sonatas-sonata12--sonata12-3,kern-beethoven-piano-sonatas-sonata12,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 12 in A-flat major,3,1801,1801,1801,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata12-3.krn,no LICENSE (craigsapp),op26,beethoven_l:op26,0,0,1
kern-beethoven-piano-sonatas-sonata12--sonata12-4,kern-beethoven-piano-sonatas-sonata12,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 12 in A-flat major,4,1801,1801,1801,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata12-4.krn,no LICENSE (craigsapp),op26,beethoven_l:op26,0,0,1
kern-beethoven-piano-sonatas-sonata13--sonata13-1,kern-beethoven-piano-sonatas-sonata13,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 13 in E-flat major,1,1801,1801,1801,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata13-1.krn,no LICENSE (craigsapp),op27/1,beethoven_l:op27/1,0,0,1
kern-beethoven-piano-sonatas-sonata13--sonata13-2,kern-beethoven-piano-sonatas-sonata13,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 13 in E-flat major,2,1801,1801,1801,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata13-2.krn,no LICENSE (craigsapp),op27/1,beethoven_l:op27/1,0,0,1
kern-beethoven-piano-sonatas-sonata13--sonata13-3,kern-beethoven-piano-sonatas-sonata13,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 13 in E-flat major,3,1801,1801,1801,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata13-3.krn,no LICENSE (craigsapp),op27/1,beethoven_l:op27/1,0,0,1
kern-beethoven-piano-sonatas-sonata13--sonata13-4,kern-beethoven-piano-sonatas-sonata13,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 13 in E-flat major,4,1801,1801,1801,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata13-4.krn,no LICENSE (craigsapp),op27/1,beethoven_l:op27/1,0,0,1
kern-beethoven-piano-sonatas-sonata14--sonata14-1,kern-beethoven-piano-sonatas-sonata14,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 14 in C-sharp minor,1,1801,1801,1801,kern_ODT,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata14-1.krn,no LICENSE (craigsapp),op27/2,beethoven_l:op27/2,0,0,1
kern-beethoven-piano-sonatas-sonata14--sonata14-2,kern-beethoven-piano-sonatas-sonata14,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 14 in C-sharp minor,2,1801,1801,1801,kern_ODT,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata14-2.krn,no LICENSE (craigsapp),op27/2,beethoven_l:op27/2,0,0,1
kern-beethoven-piano-sonatas-sonata14--sonata14-3,kern-beethoven-piano-sonatas-sonata14,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,"Piano Sonata no. 14 in C-sharp minor (""Moonlight"")",3,1801,1801,1801,kern_ODT,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata14-3.krn,no LICENSE (craigsapp),op27/2,beethoven_l:op27/2,0,0,1
kern-beethoven-piano-sonatas-sonata15--sonata15-1,kern-beethoven-piano-sonatas-sonata15,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 15 in D major,1,1801,1801,1801,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata15-1.krn,no LICENSE (craigsapp),op28,beethoven_l:op28,0,0,1
kern-beethoven-piano-sonatas-sonata15--sonata15-2,kern-beethoven-piano-sonatas-sonata15,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 15 in D major,2,1801,1801,1801,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata15-2.krn,no LICENSE (craigsapp),op28,beethoven_l:op28,0,0,1
kern-beethoven-piano-sonatas-sonata15--sonata15-3,kern-beethoven-piano-sonatas-sonata15,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 15 in D major,3,1801,1801,1801,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata15-3.krn,no LICENSE (craigsapp),op28,beethoven_l:op28,0,0,1
kern-beethoven-piano-sonatas-sonata15--sonata15-4,kern-beethoven-piano-sonatas-sonata15,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 15 in D major,4,1801,1801,1801,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata15-4.krn,no LICENSE (craigsapp),op28,beethoven_l:op28,0,0,1
kern-beethoven-piano-sonatas-sonata16--sonata16-1,kern-beethoven-piano-sonatas-sonata16,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 16 in G major,1,1802,1802,1802,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata16-1.krn,no LICENSE (craigsapp),op31/1,beethoven_l:op31/1,0,0,1
kern-beethoven-piano-sonatas-sonata16--sonata16-2,kern-beethoven-piano-sonatas-sonata16,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 16 in G major,2,1802,1802,1802,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata16-2.krn,no LICENSE (craigsapp),op31/1,beethoven_l:op31/1,0,0,1
kern-beethoven-piano-sonatas-sonata16--sonata16-3,kern-beethoven-piano-sonatas-sonata16,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 16 in G major,3,1802,1802,1802,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata16-3.krn,no LICENSE (craigsapp),op31/1,beethoven_l:op31/1,0,0,1
kern-beethoven-piano-sonatas-sonata17--sonata17-1,kern-beethoven-piano-sonatas-sonata17,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 17 in D minor,1,1802,1802,1802,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata17-1.krn,no LICENSE (craigsapp),op31/2,beethoven_l:op31/2,0,0,1
kern-beethoven-piano-sonatas-sonata17--sonata17-2,kern-beethoven-piano-sonatas-sonata17,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 17 in D minor,2,1802,1802,1802,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata17-2.krn,no LICENSE (craigsapp),op31/2,beethoven_l:op31/2,0,0,1
kern-beethoven-piano-sonatas-sonata17--sonata17-3,kern-beethoven-piano-sonatas-sonata17,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 17 in D minor,3,1802,1802,1802,manual,exact,1800–1830,year,kern,kern/beethoven-piano-sonatas/kern/sonata17-3.krn,no LICENSE (craigsapp),op31/2,beethoven_l:op31/2,0,0,1
kern-beethoven-piano-sonatas-sonata18--sonata18-1,kern-beethoven-piano-sonatas-sonata18,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 18 in E-flat major,1,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata18-1.krn,no LICENSE (craigsapp),op31/3,beethoven_l:op31/3,0,0,1
kern-beethoven-piano-sonatas-sonata18--sonata18-2,kern-beethoven-piano-sonatas-sonata18,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 18 in E-flat major,2,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata18-2.krn,no LICENSE (craigsapp),op31/3,beethoven_l:op31/3,0,0,1
kern-beethoven-piano-sonatas-sonata18--sonata18-3,kern-beethoven-piano-sonatas-sonata18,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 18 in E-flat major,3,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata18-3.krn,no LICENSE (craigsapp),op31/3,beethoven_l:op31/3,0,0,1
kern-beethoven-piano-sonatas-sonata18--sonata18-4,kern-beethoven-piano-sonatas-sonata18,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 18 in E-flat major,4,1794,1794,1795,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata18-4.krn,no LICENSE (craigsapp),op31/3,beethoven_l:op31/3,0,0,1
kern-beethoven-piano-sonatas-sonata19--sonata19-1,kern-beethoven-piano-sonatas-sonata19,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata No. 19 in G minor,1,1797,1797,1797,kern_ODT,approx,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata19-1.krn,no LICENSE (craigsapp),op49/1,beethoven_l:op49/1,0,0,1
kern-beethoven-piano-sonatas-sonata19--sonata19-2,kern-beethoven-piano-sonatas-sonata19,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata No. 19 in G minor,2,1797,1797,1797,kern_ODT,approx,1750–1800,year,kern,kern/beethoven-piano-sonatas/kern/sonata19-2.krn,no LICENSE (craigsapp),op49/1,beethoven_l:op49/1,0,0,1
kern-beethoven-piano-sonatas-sonata20--sonata20-1,kern-beethoven-piano-sonatas-sonata20,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata No. 20 in G major,1,1796,1795,1796,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata20-1.krn,no LICENSE (craigsapp),op49/2,beethoven_l:op49/2,0,0,1
kern-beethoven-piano-sonatas-sonata20--sonata20-2,kern-beethoven-piano-sonatas-sonata20,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata No. 20 in G major,2,1796,1795,1796,kern_ODT,range,1750–1800,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata20-2.krn,no LICENSE (craigsapp),op49/2,beethoven_l:op49/2,0,0,1
kern-beethoven-piano-sonatas-sonata21--sonata21-1,kern-beethoven-piano-sonatas-sonata21,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 21 in C major,1,1804,1803,1804,kern_ODT,range,1800–1830,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata21-1.krn,no LICENSE (craigsapp),op53,beethoven_l:op53,0,0,1
kern-beethoven-piano-sonatas-sonata21--sonata21-2,kern-beethoven-piano-sonatas-sonata21,kern/beethoven-piano-sonatas,Ludwig van Beethoven,beethoven_l,Piano Sonata no. 21 in C major,2,1804,1803,1804,kern_ODT,range,1800–1830,year_midpoint,kern,kern/beethoven-piano-sonatas/kern/sonata21-2.krn,no LICENSE (craigsapp),op53,beethoven_l:op53,0,0,1
