work_id,collection,composer,title,catalog_key,n_units,year_start,year_end,year_certainty,source,note
kern-humdrum-corelli-op3n11-03,kern/humdrum-corelli,"Corelli, Arcangelo",op3n11-03,op3/11,1,,,,,
kern-humdrum-corelli-op3n11-04,kern/humdrum-corelli,"Corelli, Arcangelo",op3n11-04,op3/11,1,,,,,
kern-humdrum-corelli-op3n12,kern/humdrum-corelli,Arcangelo Corelli,op3n12-01,op3/12,7,,,,,
kern-humdrum-corelli-op3n12-01,kern/humdrum-corelli,"Corelli, Arcangelo",op3n12-01,op3/12,1,,,,,
kern-humdrum-corelli-op3n12-02,kern/humdrum-corelli,"Corelli, Arcangelo",op3n12-02,op3/12,1,,,,,
kern-humdrum-corelli-op3n12-03,kern/humdrum-corelli,"Corelli, Arcangelo",op3n12-03,op3/12,1,,,,,
kern-humdrum-corelli-op3n12-04,kern/humdrum-corelli,"Corelli, Arcangelo",op3n12-04,op3/12,1,,,,,
kern-humdrum-corelli-op3n12-05,kern/humdrum-corelli,"Corelli, Arcangelo",op3n12-05,op3/12,1,,,,,
kern-humdrum-corelli-op3n12-06,kern/humdrum-corelli,"Corelli, Arcangelo",op3n12-06,op3/12,1,,,,,
kern-humdrum-corelli-op3n12-07,kern/humdrum-corelli,"Corelli, Arcangelo",op3n12-07,op3/12,1,,,,,
kern-humdrum-corelli-op3n2,kern/humdrum-corelli,Arcangelo Corelli,op3n2-01,op3/2,4,,,,,
kern-humdrum-corelli-op3n2-01,kern/humdrum-corelli,"Corelli, Arcangelo",op3n2-01,op3/2,1,,,,,
kern-humdrum-corelli-op3n2-02,kern/humdrum-corelli,"Corelli, Arcangelo",op3n2-02,op3/2,1,,,,,
kern-humdrum-corelli-op3n2-03,kern/humdrum-corelli,"Corelli, Arcangelo",op3n2-03,op3/2,1,,,,,
kern-humdrum-corelli-op3n2-04,kern/humdrum-corelli,"Corelli, Arcangelo",op3n2-04,op3/2,1,,,,,
kern-humdrum-corelli-op3n3,kern/humdrum-corelli,Arcangelo Corelli,op3n3-01,op3/3,4,,,,,
kern-humdrum-corelli-op3n3-01,kern/humdrum-corelli,"Corelli, Arcangelo",op3n3-01,op3/3,1,,,,,
kern-humdrum-corelli-op3n3-02,kern/humdrum-corelli,"Corelli, Arcangelo",op3n3-02,op3/3,1,,,,,
kern-humdrum-corelli-op3n3-03,kern/humdrum-corelli,"Corelli, Arcangelo",op3n3-03,op3/3,1,,,,,
kern-humdrum-corelli-op3n3-04,kern/humdrum-corelli,"Corelli, Arcangelo",op3n3-04,op3/3,1,,,,,
kern-humdrum-corelli-op3n4,kern/humdrum-corelli,Arcangelo Corelli,op3n4-01,op3/4,4,,,,,
kern-humdrum-corelli-op3n4-01,kern/humdrum-corelli,"Corelli, Arcangelo",op3n4-01,op3/4,1,,,,,
kern-humdrum-corelli-op3n4-02,kern/humdrum-corelli,"Corelli, Arcangelo",op3n4-02,op3/4,1,,,,,
kern-humdrum-corelli-op3n4-03,kern/humdrum-corelli,"Corelli, Arcangelo",op3n4-03,op3/4,1,,,,,
kern-humdrum-corelli-op3n4-04,kern/humdrum-corelli,"Corelli, Arcangelo",op3n4-04,op3/4,1,,,,,
kern-humdrum-corelli-op3n5,kern/humdrum-corelli,Arcangelo Corelli,op3n5-01,op3/5,4,,,,,
kern-humdrum-corelli-op3n5-01,kern/humdrum-corelli,"Corelli, Arcangelo",op3n5-01,op3/5,1,,,,,
kern-humdrum-corelli-op3n5-02,kern/humdrum-corelli,"Corelli, Arcangelo",op3n5-02,op3/5,1,,,,,
kern-humdrum-corelli-op3n5-03,kern/humdrum-corelli,"Corelli, Arcangelo",op3n5-03,op3/5,1,,,,,
kern-humdrum-corelli-op3n5-04,kern/humdrum-corelli,"Corelli, Arcangelo",op3n5-04,op3/5,1,,,,,
kern-humdrum-corelli-op3n6,kern/humdrum-corelli,Arcangelo Corelli,op3n6-01,op3/6,4,,,,,
kern-humdrum-corelli-op3n6-01,kern/humdrum-corelli,"Corelli, Arcangelo",op3n6-01,op3/6,1,,,,,
kern-humdrum-corelli-op3n6-02,kern/humdrum-corelli,"Corelli, Arcangelo",op3n6-02,op3/6,1,,,,,
kern-humdrum-corelli-op3n6-03,kern/humdrum-corelli,"Corelli, Arcangelo",op3n6-03,op3/6,1,,,,,
kern-humdrum-corelli-op3n6-04,kern/humdrum-corelli,"Corelli, Arcangelo",op3n6-04,op3/6,1,,,,,
kern-humdrum-corelli-op3n7,kern/humdrum-corelli,Arcangelo Corelli,op3n7-01,op3/7,4,,,,,
kern-humdrum-corelli-op3n7-01,kern/humdrum-corelli,"Corelli, Arcangelo",op3n7-01,op3/7,1,,,,,
kern-humdrum-corelli-op3n7-02,kern/humdrum-corelli,"Corelli, Arcangelo",op3n7-02,op3/7,1,,,,,
kern-humdrum-corelli-op3n7-03,kern/humdrum-corelli,"Corelli, Arcangelo",op3n7-03,op3/7,1,,,,,
kern-humdrum-corelli-op3n7-04,kern/humdrum-corelli,"Corelli, Arcangelo",op3n7-04,op3/7,1,,,,,
kern-humdrum-corelli-op3n8,kern/humdrum-corelli,Arcangelo Corelli,op3n8-01,op3/8,4,,,,,
kern-humdrum-corelli-op3n8-01,kern/humdrum-corelli,"Corelli, Arcangelo",op3n8-01,op3/8,1,,,,,
kern-humdrum-corelli-op3n8-02,kern/humdrum-corelli,"Corelli, Arcangelo",op3n8-02,op3/8,1,,,,,
kern-humdrum-corelli-op3n8-03,kern/humdrum-corelli,"Corelli, Arcangelo",op3n8-03,op3/8,1,,,,,
kern-humdrum-corelli-op3n8-04,kern/humdrum-corelli,"Corelli, Arcangelo",op3n8-04,op3/8,1,,,,,
kern-humdrum-corelli-op3n9,kern/humdrum-corelli,Arcangelo Corelli,op3n9-01,op3/9,4,,,,,
kern-humdrum-corelli-op3n9-01,kern/humdrum-corelli,"Corelli, Arcangelo",op3n9-01,op3/9,1,,,,,
kern-humdrum-corelli-op3n9-02,kern/humdrum-corelli,"Corelli, Arcangelo",op3n9-02,op3/9,1,,,,,
kern-humdrum-corelli-op3n9-03,kern/humdrum-corelli,"Corelli, Arcangelo",op3n9-03,op3/9,1,,,,,
kern-humdrum-corelli-op3n9-04,kern/humdrum-corelli,"Corelli, Arcangelo",op3n9-04,op3/9,1,,,,,
kern-humdrum-corelli-op4n1,kern/humdrum-corelli,Arcangelo Corelli,op4n1-01,op4/1,2,,,,,
kern-humdrum-corelli-op4n1-01,kern/humdrum-corelli,"Corelli, Arcangelo",op4n1-01,op4/1,1,,,,,
kern-humdrum-corelli-op4n1-03,kern/humdrum-corelli,"Corelli, Arcangelo",op4n1-03,op4/1,1,,,,,
kern-humdrum-corelli-op4n10,kern/humdrum-corelli,Arcangelo Corelli,op4n10-02,op4/10,2,,,,,
kern-humdrum-corelli-op4n10-02,kern/humdrum-corelli,"Corelli, Arcangelo",op4n10-02,op4/10,1,,,,,
kern-humdrum-corelli-op4n10-03,kern/humdrum-corelli,"Corelli, Arcangelo",op4n10-03,op4/10,1,,,,,
kern-humdrum-corelli-op4n11,kern/humdrum-corelli,Arcangelo Corelli,op4n11-01,op4/11,3,,,,,
kern-humdrum-corelli-op4n11-01,kern/humdrum-corelli,"Corelli, Arcangelo",op4n11-01,op4/11,1,,,,,
kern-humdrum-corelli-op4n11-02,kern/humdrum-corelli,"Corelli, Arcangelo",op4n11-02,op4/11,1,,,,,
kern-humdrum-corelli-op4n11-03,kern/humdrum-corelli,"Corelli, Arcangelo",op4n11-03,op4/11,1,,,,,
kern-humdrum-corelli-op4n12,kern/humdrum-corelli,Arcangelo Corelli,op4n12-01,op4/12,3,,,,,
kern-humdrum-corelli-op4n12-01,kern/humdrum-corelli,"Corelli, Arcangelo",op4n12-01,op4/12,1,,,,,
kern-humdrum-corelli-op4n12-02,kern/humdrum-corelli,"Corelli, Arcangelo",op4n12-02,op4/12,1,,,,,
kern-humdrum-corelli-op4n12-03,kern/humdrum-corelli,"Corelli, Arcangelo",op4n12-03,op4/12,1,,,,,
kern-humdrum-corelli-op4n2,kern/humdrum-corelli,Arcangelo Corelli,op4n2-01,op4/2,2,,,,,
kern-humdrum-corelli-op4n2-01,kern/humdrum-corelli,"Corelli, Arcangelo",op4n2-01,op4/2,1,,,,,
kern-humdrum-corelli-op4n2-03,kern/humdrum-corelli,"Corelli, Arcangelo",op4n2-03,op4/2,1,,,,,
kern-humdrum-corelli-op4n3,kern/humdrum-corelli,Arcangelo Corelli,op4n3-01,op4/3,4,,,,,
kern-humdrum-corelli-op4n3-01,kern/humdrum-corelli,"Corelli, Arcangelo",op4n3-01,op4/3,1,,,,,
kern-humdrum-corelli-op4n3-02,kern/humdrum-corelli,"Corelli, Arcangelo",op4n3-02,op4/3,1,,,,,
kern-humdrum-corelli-op4n3-03,kern/humdrum-corelli,"Corelli, Arcangelo",op4n3-03,op4/3,1,,,,,
kern-humdrum-corelli-op4n3-04,kern/humdrum-corelli,"Corelli, Arcangelo",op4n3-04,op4/3,1,,,,,
kern-humdrum-corelli-op4n4,kern/humdrum-corelli,Arcangelo Corelli,op4n4-01,op4/4,3,,,,,
kern-humdrum-corelli-op4n4-01,kern/humdrum-corelli,"Corelli, Arcangelo",op4n4-01,op4/4,1,,,,,
kern-humdrum-corelli-op4n4-02,kern/humdrum-corelli,"Corelli, Arcangelo",op4n4-02,op4/4,1,,,,,
kern-humdrum-corelli-op4n4-03,kern/humdrum-corelli,"Corelli, Arcangelo",op4n4-03,op4/4,1,,,,,
kern-humdrum-corelli-op4n5,kern/humdrum-corelli,Arcangelo Corelli,op4n5-01,op4/5,4,,,,,
kern-humdrum-corelli-op4n5-01,kern/humdrum-corelli,"Corelli, Arcangelo",op4n5-01,op4/5,1,,,,,
kern-humdrum-corelli-op4n5-02,kern/humdrum-corelli,"Corelli, Arcangelo",op4n5-02,op4/5,1,,,,,
kern-humdrum-corelli-op4n5-03,kern/humdrum-corelli,"Corelli, Arcangelo",op4n5-03,op4/5,1,,,,,
kern-humdrum-corelli-op4n5-04,kern/humdrum-corelli,"Corelli, Arcangelo",op4n5-04,op4/5,1,,,,,
kern-humdrum-corelli-op4n6,kern/humdrum-corelli,Arcangelo Corelli,op4n6-02,op4/6,2,,,,,
kern-humdrum-corelli-op4n6-02,kern/humdrum-corelli,"Corelli, Arcangelo",op4n6-02,op4/6,1,,,,,
kern-humdrum-corelli-op4n6-03,kern/humdrum-corelli,"Corelli, Arcangelo",op4n6-03,op4/6,1,,,,,
kern-humdrum-corelli-op4n7,kern/humdrum-corelli,Arcangelo Corelli,op4n7-01,op4/7,3,,,,,
kern-humdrum-corelli-op4n7-01,kern/humdrum-corelli,"Corelli, Arcangelo",op4n7-01,op4/7,1,,,,,
kern-humdrum-corelli-op4n7-03,kern/humdrum-corelli,"Corelli, Arcangelo",op4n7-03,op4/7,1,,,,,
kern-humdrum-corelli-op4n7-04,kern/humdrum-corelli,"Corelli, Arcangelo",op4n7-04,op4/7,1,,,,,
kern-humdrum-corelli-op4n8,kern/humdrum-corelli,Arcangelo Corelli,op4n8-01,op4/8,3,,,,,
kern-humdrum-corelli-op4n8-01,kern/humdrum-corelli,"Corelli, Arcangelo",op4n8-01,op4/8,1,,,,,
kern-humdrum-corelli-op4n8-02,kern/humdrum-corelli,"Corelli, Arcangelo",op4n8-02,op4/8,1,,,,,
kern-humdrum-corelli-op4n8-03,kern/humdrum-corelli,"Corelli, Arcangelo",op4n8-03,op4/8,1,,,,,
kern-humdrum-corelli-op4n9,kern/humdrum-corelli,Arcangelo Corelli,op4n9-01,op4/9,4,,,,,
kern-humdrum-corelli-op4n9-01,kern/humdrum-corelli,"Corelli, Arcangelo",op4n9-01,op4/9,1,,,,,
kern-humdrum-corelli-op4n9-02,kern/humdrum-corelli,"Corelli, Arcangelo",op4n9-02,op4/9,1,,,,,
kern-humdrum-corelli-op4n9-03,kern/humdrum-corelli,"Corelli, Arcangelo",op4n9-03,op4/9,1,,,,,
kern-humdrum-corelli-op4n9-04,kern/humdrum-corelli,"Corelli, Arcangelo",op4n9-04,op4/9,1,,,,,
kern-humdrum-corelli-op5n1,kern/humdrum-corelli,Arcangelo Corelli,op5n1-02,op5/1,3,,,,,
kern-humdrum-corelli-op5n1-02,kern/humdrum-corelli,"Corelli, Arcangelo",op5n1-02,op5/1,1,,,,,
kern-humdrum-corelli-op5n1-03,kern/humdrum-corelli,"Corelli, Arcangelo",op5n1-03,op5/1,1,,,,,
kern-humdrum-corelli-op5n1-04,kern/humdrum-corelli,"Corelli, Arcangelo",op5n1-04,op5/1,1,,,,,
kern-humdrum-corelli-op5n10,kern/humdrum-corelli,Arcangelo Corelli,op5n10-01,op5/10,5,,,,,
kern-humdrum-corelli-op5n10-01,kern/humdrum-corelli,"Corelli, Arcangelo",op5n10-01,op5/10,1,,,,,
kern-humdrum-corelli-op5n10-02,kern/humdrum-corelli,"Corelli, Arcangelo",op5n10-02,op5/10,1,,,,,
kern-humdrum-corelli-op5n10-03,kern/humdrum-corelli,"Corelli, Arcangelo",op5n10-03,op5/10,1,,,,,
kern-humdrum-corelli-op5n10-04,kern/humdrum-corelli,"Corelli, Arcangelo",op5n10-04,op5/10,1,,,,,
kern-humdrum-corelli-op5n10-05,kern/humdrum-corelli,"Corelli, Arcangelo",op5n10-05,op5/10,1,,,,,
kern-humdrum-corelli-op5n11,kern/humdrum-corelli,Arcangelo Corelli,op5n11-01,op5/11,5,,,,,
kern-humdrum-corelli-op5n11-01,kern/humdrum-corelli,"Corelli, Arcangelo",op5n11-01,op5/11,1,,,,,
kern-humdrum-corelli-op5n11-02,kern/humdrum-corelli,"Corelli, Arcangelo",op5n11-02,op5/11,1,,,,,
kern-humdrum-corelli-op5n11-03,kern/humdrum-corelli,"Corelli, Arcangelo",op5n11-03,op5/11,1,,,,,
kern-humdrum-corelli-op5n11-04,kern/humdrum-corelli,"Corelli, Arcangelo",op5n11-04,op5/11,1,,,,,
kern-humdrum-corelli-op5n11-05,kern/humdrum-corelli,"Corelli, Arcangelo",op5n11-05,op5/11,1,,,,,
kern-humdrum-corelli-op5n2,kern/humdrum-corelli,Arcangelo Corelli,op5n2-01,op5/2,5,,,,,
kern-humdrum-corelli-op5n2-01,kern/humdrum-corelli,"Corelli, Arcangelo",op5n2-01,op5/2,1,,,,,
kern-humdrum-corelli-op5n2-02,kern/humdrum-corelli,"Corelli, Arcangelo",op5n2-02,op5/2,1,,,,,
kern-humdrum-corelli-op5n2-03,kern/humdrum-corelli,"Corelli, Arcangelo",op5n2-03,op5/2,1,,,,,
kern-humdrum-corelli-op5n2-04,kern/humdrum-corelli,"Corelli, Arcangelo",op5n2-04,op5/2,1,,,,,
kern-humdrum-corelli-op5n2-05,kern/humdrum-corelli,"Corelli, Arcangelo",op5n2-05,op5/2,1,,,,,
kern-humdrum-corelli-op5n3,kern/humdrum-corelli,Arcangelo Corelli,op5n3-01,op5/3,5,,,,,
kern-humdrum-corelli-op5n3-01,kern/humdrum-corelli,"Corelli, Arcangelo",op5n3-01,op5/3,1,,,,,
kern-humdrum-corelli-op5n3-02,kern/humdrum-corelli,"Corelli, Arcangelo",op5n3-02,op5/3,1,,,,,
kern-humdrum-corelli-op5n3-03,kern/humdrum-corelli,"Corelli, Arcangelo",op5n3-03,op5/3,1,,,,,
kern-humdrum-corelli-op5n3-04,kern/humdrum-corelli,"Corelli, Arcangelo",op5n3-04,op5/3,1,,,,,
kern-humdrum-corelli-op5n3-05,kern/humdrum-corelli,"Corelli, Arcangelo",op5n3-05,op5/3,1,,,,,
kern-humdrum-corelli-op5n4,kern/humdrum-corelli,Arcangelo Corelli,op5n4-01,op5/4,5,,,,,
kern-humdrum-corelli-op5n4-01,kern/humdrum-corelli,"Corelli, Arcangelo",op5n4-01,op5/4,1,,,,,
kern-humdrum-corelli-op5n4-02,kern/humdrum-corelli,"Corelli, Arcangelo",op5n4-02,op5/4,1,,,,,
kern-humdrum-corelli-op5n4-03,kern/humdrum-corelli,"Corelli, Arcangelo",op5n4-03,op5/4,1,,,,,
kern-humdrum-corelli-op5n4-04,kern/humdrum-corelli,"Corelli, Arcangelo",op5n4-04,op5/4,1,,,,,
kern-humdrum-corelli-op5n4-05,kern/humdrum-corelli,"Corelli, Arcangelo",op5n4-05,op5/4,1,,,,,
kern-humdrum-corelli-op5n5,kern/humdrum-corelli,Arcangelo Corelli,op5n5-01,op5/5,4,,,,,
kern-humdrum-corelli-op5n5-01,kern/humdrum-corelli,"Corelli, Arcangelo",op5n5-01,op5/5,1,,,,,
kern-humdrum-corelli-op5n5-03,kern/humdrum-corelli,"Corelli, Arcangelo",op5n5-03,op5/5,1,,,,,
kern-humdrum-corelli-op5n5-04,kern/humdrum-corelli,"Corelli, Arcangelo",op5n5-04,op5/5,1,,,,,
kern-humdrum-corelli-op5n5-05,kern/humdrum-corelli,"Corelli, Arcangelo",op5n5-05,op5/5,1,,,,,
kern-humdrum-corelli-op5n6,kern/humdrum-corelli,Arcangelo Corelli,op5n6-01,op5/6,5,,,,,
kern-humdrum-corelli-op5n6-01,kern/humdrum-corelli,"Corelli, Arcangelo",op5n6-01,op5/6,1,,,,,
kern-humdrum-corelli-op5n6-02,kern/humdrum-corelli,"Corelli, Arcangelo",op5n6-02,op5/6,1,,,,,
kern-humdrum-corelli-op5n6-03,kern/humdrum-corelli,"Corelli, Arcangelo",op5n6-03,op5/6,1,,,,,
kern-humdrum-corelli-op5n6-04,kern/humdrum-corelli,"Corelli, Arcangelo",op5n6-04,op5/6,1,,,,,
kern-humdrum-corelli-op5n6-05,kern/humdrum-corelli,"Corelli, Arcangelo",op5n6-05,op5/6,1,,,,,
kern-humdrum-corelli-op5n7,kern/humdrum-corelli,Arcangelo Corelli,op5n7-01,op5/7,4,,,,,
kern-humdrum-corelli-op5n7-01,kern/humdrum-corelli,"Corelli, Arcangelo",op5n7-01,op5/7,1,,,,,
kern-humdrum-corelli-op5n7-02,kern/humdrum-corelli,"Corelli, Arcangelo",op5n7-02,op5/7,1,,,,,
kern-humdrum-corelli-op5n7-03,kern/humdrum-corelli,"Corelli, Arcangelo",op5n7-03,op5/7,1,,,,,
kern-humdrum-corelli-op5n7-04,kern/humdrum-corelli,"Corelli, Arcangelo",op5n7-04,op5/7,1,,,,,
kern-humdrum-corelli-op5n8,kern/humdrum-corelli,Arcangelo Corelli,op5n8-01,op5/8,4,,,,,
kern-humdrum-corelli-op5n8-01,kern/humdrum-corelli,"Corelli, Arcangelo",op5n8-01,op5/8,1,,,,,
kern-humdrum-corelli-op5n8-02,kern/humdrum-corelli,"Corelli, Arcangelo",op5n8-02,op5/8,1,,,,,
kern-humdrum-corelli-op5n8-03,kern/humdrum-corelli,"Corelli, Arcangelo",op5n8-03,op5/8,1,,,,,
kern-humdrum-corelli-op5n8-04,kern/humdrum-corelli,"Corelli, Arcangelo",op5n8-04,op5/8,1,,,,,
kern-humdrum-corelli-op5n9,kern/humdrum-corelli,Arcangelo Corelli,op5n9-01,op5/9,4,,,,,
kern-humdrum-corelli-op5n9-01,kern/humdrum-corelli,"Corelli, Arcangelo",op5n9-01,op5/9,1,,,,,
kern-humdrum-corelli-op5n9-02,kern/humdrum-corelli,"Corelli, Arcangelo",op5n9-02,op5/9,1,,,,,
kern-humdrum-corelli-op5n9-03,kern/humdrum-corelli,"Corelli, Arcangelo",op5n9-03,op5/9,1,,,,,
kern-humdrum-corelli-op5n9-04,kern/humdrum-corelli,"Corelli, Arcangelo",op5n9-04,op5/9,1,,,,,
kern-humdrum-corelli-op6n1,kern/humdrum-corelli,Arcangelo Corelli,op6n1-01,op6/1,6,,,,,
kern-humdrum-corelli-op6n1-01,kern/humdrum-corelli,"Corelli, Arcangelo",op6n1-01,op6/1,1,,,,,
kern-humdrum-corelli-op6n1-02,kern/humdrum-corelli,"Corelli, Arcangelo",op6n1-02,op6/1,1,,,,,
kern-humdrum-corelli-op6n1-03,kern/humdrum-corelli,"Corelli, Arcangelo",op6n1-03,op6/1,1,,,,,
kern-humdrum-corelli-op6n1-04,kern/humdrum-corelli,"Corelli, Arcangelo",op6n1-04,op6/1,1,,,,,
kern-humdrum-corelli-op6n1-05,kern/humdrum-corelli,"Corelli, Arcangelo",op6n1-05,op6/1,1,,,,,
kern-humdrum-corelli-op6n1-06,kern/humdrum-corelli,"Corelli, Arcangelo",op6n1-06,op6/1,1,,,,,
kern-humdrum-corelli-op6n10,kern/humdrum-corelli,Arcangelo Corelli,op6n10-01,op6/10,6,,,,,
kern-humdrum-corelli-op6n10-01,kern/humdrum-corelli,"Corelli, Arcangelo",op6n10-01,op6/10,1,,,,,
kern-humdrum-corelli-op6n10-02,kern/humdrum-corelli,"Corelli, Arcangelo",op6n10-02,op6/10,1,,,,,
kern-humdrum-corelli-op6n10-03,kern/humdrum-corelli,"Corelli, Arcangelo",op6n10-03,op6/10,1,,,,,
kern-humdrum-corelli-op6n10-04,kern/humdrum-corelli,"Corelli, Arcangelo",op6n10-04,op6/10,1,,,,,
kern-humdrum-corelli-op6n10-05,kern/humdrum-corelli,"Corelli, Arcangelo",op6n10-05,op6/10,1,,,,,
kern-humdrum-corelli-op6n10-06,kern/humdrum-corelli,"Corelli, Arcangelo",op6n10-06,op6/10,1,,,,,
kern-humdrum-corelli-op6n11,kern/humdrum-corelli,Arcangelo Corelli,op6n11-01,op6/11,9,,,,,
kern-humdrum-corelli-op6n11-01,kern/humdrum-corelli,"Corelli, Arcangelo",op6n11-01,op6/11,1,,,,,
kern-humdrum-corelli-op6n11-02,kern/humdrum-corelli,"Corelli, Arcangelo",op6n11-02,op6/11,1,,,,,
kern-humdrum-corelli-op6n11-03,kern/humdrum-corelli,"Corelli, Arcangelo",op6n11-03,op6/11,1,,,,,
kern-humdrum-corelli-op6n11-04,kern/humdrum-corelli,"Corelli, Arcangelo",op6n11-04,op6/11,1,,,,,
kern-humdrum-corelli-op6n11-05,kern/humdrum-corelli,"Corelli, Arcangelo",op6n11-05,op6/11,1,,,,,
kern-humdrum-corelli-op6n11-06a,kern/humdrum-corelli,"Corelli, Arcangelo",op6n11-06a,op6/11,1,,,,,
kern-humdrum-corelli-op6n11-06bcd,kern/humdrum-corelli,"Corelli, Arcangelo",op6n11-06bcd,op6/11,1,,,,,
kern-humdrum-corelli-op6n11-06e,kern/humdrum-corelli,"Corelli, Arcangelo",op6n11-06e,op6/11,1,,,,,
kern-humdrum-corelli-op6n11-06fg,kern/humdrum-corelli,"Corelli, Arcangelo",op6n11-06fg,op6/11,1,,,,,
kern-humdrum-corelli-op6n12,kern/humdrum-corelli,Arcangelo Corelli,op6n12-01,op6/12,5,,,,,
kern-humdrum-corelli-op6n12-01,kern/humdrum-corelli,"Corelli, Arcangelo",op6n12-01,op6/12,1,,,,,
kern-humdrum-corelli-op6n12-02,kern/humdrum-corelli,"Corelli, Arcangelo",op6n12-02,op6/12,1,,,,,
kern-humdrum-corelli-op6n12-03,kern/humdrum-corelli,"Corelli, Arcangelo",op6n12-03,op6/12,1,,,,,
kern-humdrum-corelli-op6n12-04,kern/humdrum-corelli,"Corelli, Arcangelo",op6n12-04,op6/12,1,,,,,
kern-humdrum-corelli-op6n12-05,kern/humdrum-corelli,"Corelli, Arcangelo",op6n12-05,op6/12,1,,,,,
kern-humdrum-corelli-op6n2,kern/humdrum-corelli,Arcangelo Corelli,op6n2-02,op6/2,3,,,,,
kern-humdrum-corelli-op6n2-02,kern/humdrum-corelli,"Corelli, Arcangelo",op6n2-02,op6/2,1,,,,,
kern-humdrum-corelli-op6n2-03,kern/humdrum-corelli,"Corelli, Arcangelo",op6n2-03,op6/2,1,,,,,
kern-humdrum-corelli-op6n2-04,kern/humdrum-corelli,"Corelli, Arcangelo",op6n2-04,op6/2,1,,,,,
kern-humdrum-corelli-op6n3,kern/humdrum-corelli,Arcangelo Corelli,op6n3-01,op6/3,6,,,,,
kern-humdrum-corelli-op6n3-01,kern/humdrum-corelli,"Corelli, Arcangelo",op6n3-01,op6/3,1,,,,,
kern-humdrum-corelli-op6n3-02,kern/humdrum-corelli,"Corelli, Arcangelo",op6n3-02,op6/3,1,,,,,
kern-humdrum-corelli-op6n3-03,kern/humdrum-corelli,"Corelli, Arcangelo",op6n3-03,op6/3,1,,,,,
kern-humdrum-corelli-op6n3-04,kern/humdrum-corelli,"Corelli, Arcangelo",op6n3-04,op6/3,1,,,,,
kern-humdrum-corelli-op6n3-5abcd,kern/humdrum-corelli,"Corelli, Arcangelo",op6n3-5abcd,op6/3,1,,,,,
kern-humdrum-corelli-op6n3-5efg,kern/humdrum-corelli,"Corelli, Arcangelo",op6n3-5efg,op6/3,1,,,,,
kern-humdrum-corelli-op6n4,kern/humdrum-corelli,Arcangelo Corelli,op6n4-01,op6/4,5,,,,,
kern-humdrum-corelli-op6n4-01,kern/humdrum-corelli,"Corelli, Arcangelo",op6n4-01,op6/4,1,,,,,
kern-humdrum-corelli-op6n4-02,kern/humdrum-corelli,"Corelli, Arcangelo",op6n4-02,op6/4,1,,,,,
kern-humdrum-corelli-op6n4-03,kern/humdrum-corelli,"Corelli, Arcangelo",op6n4-03,op6/4,1,,,,,
kern-humdrum-corelli-op6n4-04,kern/humdrum-corelli,"Corelli, Arcangelo",op6n4-04,op6/4,1,,,,,
kern-humdrum-corelli-op6n4-05,kern/humdrum-corelli,"Corelli, Arcangelo",op6n4-05,op6/4,1,,,,,
kern-humdrum-corelli-op6n5,kern/humdrum-corelli,Arcangelo Corelli,op6n5-01,op6/5,4,,,,,
kern-humdrum-corelli-op6n5-01,kern/humdrum-corelli,"Corelli, Arcangelo",op6n5-01,op6/5,1,,,,,
kern-humdrum-corelli-op6n5-02,kern/humdrum-corelli,"Corelli, Arcangelo",op6n5-02,op6/5,1,,,,,
kern-humdrum-corelli-op6n5-04,kern/humdrum-corelli,"Corelli, Arcangelo",op6n5-04,op6/5,1,,,,,
kern-humdrum-corelli-op6n5-05,kern/humdrum-corelli,"Corelli, Arcangelo",op6n5-05,op6/5,1,,,,,
kern-humdrum-corelli-op6n6,kern/humdrum-corelli,Arcangelo Corelli,op6n6-01,op6/6,5,,,,,
kern-humdrum-corelli-op6n6-01,kern/humdrum-corelli,"Corelli, Arcangelo",op6n6-01,op6/6,1,,,,,
kern-humdrum-corelli-op6n6-02,kern/humdrum-corelli,"Corelli, Arcangelo",op6n6-02,op6/6,1,,,,,
kern-humdrum-corelli-op6n6-03,kern/humdrum-corelli,"Corelli, Arcangelo",op6n6-03,op6/6,1,,,,,
kern-humdrum-corelli-op6n6-04,kern/humdrum-corelli,"Corelli, Arcangelo",op6n6-04,op6/6,1,,,,,
kern-humdrum-corelli-op6n6-05,kern/humdrum-corelli,"Corelli, Arcangelo",op6n6-05,op6/6,1,,,,,
kern-humdrum-corelli-op6n7,kern/humdrum-corelli,Arcangelo Corelli,op6n7-01,op6/7,6,,,,,
kern-humdrum-corelli-op6n7-01,kern/humdrum-corelli,"Corelli, Arcangelo",op6n7-01,op6/7,1,,,,,
kern-humdrum-corelli-op6n7-02,kern/humdrum-corelli,"Corelli, Arcangelo",op6n7-02,op6/7,1,,,,,
kern-humdrum-corelli-op6n7-03,kern/humdrum-corelli,"Corelli, Arcangelo",op6n7-03,op6/7,1,,,,,
kern-humdrum-corelli-op6n7-04,kern/humdrum-corelli,"Corelli, Arcangelo",op6n7-04,op6/7,1,,,,,
kern-humdrum-corelli-op6n7-05,kern/humdrum-corelli,"Corelli, Arcangelo",op6n7-05,op6/7,1,,,,,
kern-humdrum-corelli-op6n7-06,kern/humdrum-corelli,"Corelli, Arcangelo",op6n7-06,op6/7,1,,,,,
kern-humdrum-corelli-op6n8,kern/humdrum-corelli,Arcangelo Corelli,op6n8-01,op6/8,7,,,,,
