query,work,composer,hash,n_B,p_q_excl_A,count_excl_A,pred_occurrences,obs_occurrences,pred_works,obs_works
74,kern-humdrum-haydn-symphonies-sym103,haydn_fj,11185099478490614731,216,0.04134356574353191,68658,43978.120520180375,68658,215.87398126796234,164
75,dcml-schubert_winterreise-d-911-op-89,schubert_f,5537319285046847544,288,4.947050909581163e-07,0,0.9628993243766315,0,0.9584410883591056,0
76,musedata_mozart-nma-sym-k43,mozart_wa,10605112038323185734,231,6.052477544538431e-07,0,1.0468659958651148,0,1.03911745968519,0
77,osq-13145872,schubert_f,11859689669829980325,288,4.947050909581163e-07,0,0.9628993243766315,0,0.9584410883591056,0
78,dcml_abc-n02op18-2,beethoven_l,8568302094359086997,246,1.4602468689504787e-06,1,1.4899602651837798,1,1.481661933979163,1
79,dcml-beethoven_piano_sonatas-op-106,beethoven_l,4604512856081351139,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
80,dcml_mozart_sonatas-K284,mozart_wa,12528042019243658026,231,6.052477544538431e-07,0,1.0468659958651148,0,1.03911745968519,0
81,dcml-beethoven_piano_sonatas-op-106,beethoven_l,17349999207069642486,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
82,dcml-cpe_bach_keyboard-wq-56-6,bach_cpe,12911417602617525069,271,4.6920066997681484e-07,0,0.9329779210056072,0,0.9290623947287598,0
83,dcml-mendelssohn_quartets-op-13,mendelssohn_f,5427108596769561729,303,4.645496229786472e-07,0,0.9262692603515973,0,0.9224789929724001,0
84,musedata_beethoven-bhl-conc-violin,beethoven_l,16097120219690753634,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
85,dcml-beethoven_piano_sonatas-op-31-1,beethoven_l,5311717870332834738,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
86,musedata_beethoven-bhl-orch-sym9,beethoven_l,10803418882132551059,246,0.0009889280372606397,1327,900.0759744883946,1327,202.42829637514765,77
87,musedata_beethoven-bhl-orch-sym9,beethoven_l,18283915391671619525,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
88,musedata_mozart-nma-sym-k48,mozart_wa,14416667217390936403,231,6.052477544538431e-07,0,1.0468659958651148,0,1.03911745968519,0
89,musedata_beethoven-bhl-orch-sym2,beethoven_l,12096425044251578460,246,5.358901408419802e-05,71,48.99766828898166,71,41.44389273497484,24
90,osq-13145872,schubert_f,5803970496514739379,288,4.947050909581163e-07,0,0.9628993243766315,0,0.9584410883591056,0
91,osl-5004732,schubert_f,4186725024226528321,288,4.947050909581163e-07,0,0.9628993243766315,0,0.9584410883591056,0
92,kern-humdrum-haydn-quartets-op20n2,haydn_fj,11014241433835220025,216,5.785906267791844e-07,0,1.0474310079704738,0,1.0403786333908287,0
93,osq-5162489,schubert_f,4218514626733653517,288,1.0095609864012355e-06,1,1.7030364955661093,1,1.686649161458377,1
94,musedata_mozart-bhl-qrtets-k160,mozart_wa,16316959192528204731,231,6.052477544538431e-07,0,1.0468659958651148,0,1.03911745968519,0
95,dcml_abc-n05op18-5,beethoven_l,13355026778334509338,246,7.41782026497877e-06,9,8.112873345642223,9,7.835489555327872,3
96,dcml-jc_bach_sonatas-op-5,bach_jc,2283708605790022124,303,1.3077895683437717e-05,26,16.809442129913464,26,15.96965335800439,19
97,dcml-beethoven_piano_sonatas-op-110,beethoven_l,15394781524604068881,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
98,musedata_mozart-bhl-qrtets-k173,mozart_wa,5488755282838604082,231,6.052477544538431e-07,0,1.0468659958651148,0,1.03911745968519,0
99,musedata_beethoven-bhl-orch-sym7,beethoven_l,11089555382084080366,246,0.0008452015790814572,1134,774.583730905457,1134,197.50843545227482,77
100,dcml-beethoven_piano_sonatas-op-81a,beethoven_l,3251578493499233293,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
101,dcml-jc_bach_sonatas-op-5,bach_jc,17134696777513059609,303,0.00010136057294326365,208,145.4207480201831,208,96.93368546733987,45
102,dcml-beethoven_piano_sonatas-op-10-3,beethoven_l,1007530776709428881,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
103,musedata_mozart-bhl-qrtets-k464,mozart_wa,9321329810603550862,231,6.052477544538431e-07,0,1.0468659958651148,0,1.03911745968519,0
104,musedata_beethoven-bhl-orch-sym2,beethoven_l,4962737422535300285,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
105,dcml-beethoven_piano_sonatas-op-26,beethoven_l,12896871594771329615,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
106,dcml-beethoven_piano_sonatas-op-106,beethoven_l,12055721867654298161,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
107,musedata_beethoven-bhl-orch-sym4,beethoven_l,5853728986025012083,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
108,musedata_beethoven-bhl-conc-piano2,beethoven_l,11082989705050216449,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
109,musedata_mozart-bhl-conc-k466,mozart_wa,11872233654477064238,231,2.3911595456046763e-05,37,23.352770407837934,37,21.13094982220012,12
110,osq-5108607,saint-georges_jb,11185099478490614731,299,0.04099897913829171,85167,57070.85354356857,85167,298.6928946901004,229
111,kern-humdrum-haydn-quartets-op74n2,haydn_fj,5849151071497539012,216,5.785906267791844e-07,0,1.0474310079704738,0,1.0403786333908287,0
112,osl-5103429,schubert_f,2620933525951777616,288,4.947050909581163e-07,0,0.9628993243766315,0,0.9584410883591056,0
113,kern-humdrum-haydn-quartets-op64n1,haydn_fj,1865825152640898051,216,5.785906267791844e-07,0,1.0474310079704738,0,1.0403786333908287,0
114,dcml-beethoven_piano_sonatas-op-53,beethoven_l,13961194395783257781,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
115,musedata_mozart-bhl-sym-k551,mozart_wa,4949534916579293866,231,6.052477544538431e-07,0,1.0468659958651148,0,1.03911745968519,0
116,osl-5101602,schubert_f,918474398620245074,288,4.947050909581163e-07,0,0.9628993243766315,0,0.9584410883591056,0
117,musedata_mozart-bhl-sym-k551,mozart_wa,17526030974709968191,231,6.052477544538431e-07,0,1.0468659958651148,0,1.03911745968519,0
118,dcml_mozart_sonatas-K309,mozart_wa,11304840437011543289,231,6.42252779669102e-05,101,68.46379819434121,101,49.140171004180345,36
119,musedata_mozart-bhl-qrtets-k285,mozart_wa,6007866318843100752,231,6.052477544538431e-07,0,1.0468659958651148,0,1.03911745968519,0
120,musedata_mozart-bhl-qrtets-k458,mozart_wa,11185099478490614731,231,0.0374973691931713,59528,36055.327383644806,59528,230.6075856859582,167
121,musedata_beethoven-bhl-orch-sym9,beethoven_l,4372973975099255643,246,0.0015735149267459157,2112,1535.9567990371572,2112,222.12555653555626,54
122,musedata_beethoven-bhl-orch-sym4,beethoven_l,8071837591136896981,246,6.673123590475234e-06,8,8.743104247631223,8,8.454445004249516,1
123,kern-humdrum-haydn-symphonies-sym099,haydn_fj,13020225774748621817,216,0.0002107318504998295,349,240.04184968339175,349,113.32413938945426,80
124,dcml_abc-n02op18-2,beethoven_l,6097902753444142206,246,3.6943368924610882e-06,4,3.108220003122292,4,3.065832777281581,1
125,osl-5004732,schubert_f,16952957102787188554,288,0.0004582015961398911,889,523.4495214534433,889,193.53004868825167,56
126,musedata_beethoven-bhl-orch-sym7,beethoven_l,11185099478490614731,246,0.03636648825622564,48833,30592.069611683513,48833,245.5724577026417,179
127,musedata_beethoven-bhl-orch-sym2,beethoven_l,11185099478490614731,246,0.03636648825622564,48833,30592.069611683513,48833,245.5724577026417,179
128,musedata_beethoven-bhl-orch-sym3,beethoven_l,9464474204557238460,246,1.560948368451767e-05,20,14.615940744308725,20,13.86612088795664,15
129,musedata_mozart-bhl-sym-k543,mozart_wa,2325445932050422067,231,0.003768044858652488,5981,3387.025299796693,5981,221.18337775025995,91
130,kern-humdrum-haydn-quartets-op33n2,haydn_fj,11902003128144412931,216,2.987223977759704e-06,4,3.0004829639153074,4,2.9595400140087373,1
131,dcml_abc-n07op59-1,beethoven_l,17366986373224460814,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
132,musedata_mozart-bhl-conc-k450,mozart_wa,15385653331987468213,231,3.587971995145934e-05,56,37.560106449262385,56,31.736088963698773,25
133,musedata_beethoven-bhl-orch-sym1,beethoven_l,11185099478490614731,246,0.03636648825622564,48833,30592.069611683513,48833,245.5724577026417,179
134,dcml_mozart_sonatas-K311,mozart_wa,13221503791800669182,231,6.052477544538431e-07,0,1.0468659958651148,0,1.03911745968519,0
135,musedata_beethoven-bhl-orch-sym7,beethoven_l,1022953264864722453,246,4.439033566964624e-06,5,3.647639915768461,5,3.5874722858441728,2
136,musedata_beethoven-bhl-orch-sym1,beethoven_l,12091394290458712405,246,5.928426915971697e-06,7,4.954060333991583,7,4.862474292154436,3
137,kern-humdrum-haydn-quartets-op09n2,haydn_fj,10808052014681679880,216,5.785906267791844e-07,0,1.0474310079704738,0,1.0403786333908287,0
138,kern-humdrum-haydn-symphonies-sym102,haydn_fj,11185099478490614731,216,0.04134356574353191,68658,43978.120520180375,68658,215.87398126796234,164
139,kern-humdrum-haydn-symphonies-sym101,haydn_fj,8805356861844118697,216,5.785906267791844e-07,0,1.0474310079704738,0,1.0403786333908287,0
140,osq-13145233,schubert_f,2355877268462465005,288,4.947050909581163e-07,0,0.9628993243766315,0,0.9584410883591056,0
141,musedata_beethoven-bhl-orch-sym7,beethoven_l,11185099478490614731,246,0.03636648825622564,48833,30592.069611683513,48833,245.5724577026417,179
142,musedata_beethoven-bhl-orch-sym7,beethoven_l,11833577011316027522,246,9.651910288489378e-06,12,10.60954368688204,12,10.195318370686154,7
143,musedata_mozart-nma-conc-k467,mozart_wa,16161659831680223506,231,0.00039744305997076575,630,415.05583713027096,630,145.83710107644583,99
144,dcml-jc_bach_sonatas-op-17,bach_jc,18436375458120127293,303,4.660846463197258e-07,0,0.9275247506788965,0,0.9237116352665123,0
145,musedata_beethoven-bhl-orch-sym7,beethoven_l,5980977290912585797,246,7.155501944469425e-07,0,0.9505403525376116,0,0.9470869666366072,0
146,musedata_mozart-bhl-sym-k550,mozart_wa,14550797514676482449,231,0.00016185997779790757,256,187.01483781897943,256,93.40073158241313,48
