work_id,unit_id,collection,format,status,error,n_parts_raw,n_parts_kept,collapse_ratio,n_events,n_rests,seconds
dcml-bach_en_fr_suites-bwv-806,dcml-bach_en_fr_suites-bwv-806--bwv806-01-prelude,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,776,27,0.0
dcml-bach_en_fr_suites-bwv-806,dcml-bach_en_fr_suites-bwv-806--bwv806-02-allemande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,833,41,0.0
dcml-bach_en_fr_suites-bwv-806,dcml-bach_en_fr_suites-bwv-806--bwv806-03-courante-i,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,375,21,0.0
dcml-bach_en_fr_suites-bwv-806,dcml-bach_en_fr_suites-bwv-806--bwv806-04-courante-ii,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,396,6,0.0
dcml-bach_en_fr_suites-bwv-806,dcml-bach_en_fr_suites-bwv-806--bwv806-05-double-i,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,469,11,0.0
dcml-bach_en_fr_suites-bwv-806,dcml-bach_en_fr_suites-bwv-806--bwv806-06-double-ii,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,474,13,0.0
dcml-bach_en_fr_suites-bwv-806,dcml-bach_en_fr_suites-bwv-806--bwv806-07-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,418,11,0.0
dcml-bach_en_fr_suites-bwv-806,dcml-bach_en_fr_suites-bwv-806--bwv806-08-bouree-i,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,572,14,0.0
dcml-bach_en_fr_suites-bwv-806,dcml-bach_en_fr_suites-bwv-806--bwv806-09-bouree-ii,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,435,0,0.0
dcml-bach_en_fr_suites-bwv-806,dcml-bach_en_fr_suites-bwv-806--bwv806-10-gigue,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,791,2,0.0
dcml-bach_en_fr_suites-bwv-807,dcml-bach_en_fr_suites-bwv-807--bwv807-01-prelude,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,3074,75,0.0
dcml-bach_en_fr_suites-bwv-807,dcml-bach_en_fr_suites-bwv-807--bwv807-02-allemande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,630,15,0.0
dcml-bach_en_fr_suites-bwv-807,dcml-bach_en_fr_suites-bwv-807--bwv807-03-courante,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,437,7,0.0
dcml-bach_en_fr_suites-bwv-807,dcml-bach_en_fr_suites-bwv-807--bwv807-04-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,342,6,0.0
dcml-bach_en_fr_suites-bwv-807,dcml-bach_en_fr_suites-bwv-807--bwv807-04a-agrements-de-la-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,421,13,0.0
dcml-bach_en_fr_suites-bwv-807,dcml-bach_en_fr_suites-bwv-807--bwv807-05-bourree-i,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,711,1,0.0
dcml-bach_en_fr_suites-bwv-807,dcml-bach_en_fr_suites-bwv-807--bwv807-06-bourree-ii,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,301,5,0.0
dcml-bach_en_fr_suites-bwv-807,dcml-bach_en_fr_suites-bwv-807--bwv807-07-gigue,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,787,10,0.0
dcml-bach_en_fr_suites-bwv-808,dcml-bach_en_fr_suites-bwv-808--bwv808-01-prelude,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,2107,40,0.0
dcml-bach_en_fr_suites-bwv-808,dcml-bach_en_fr_suites-bwv-808--bwv808-02-allemande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,592,18,0.0
dcml-bach_en_fr_suites-bwv-808,dcml-bach_en_fr_suites-bwv-808--bwv808-03-courante,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,563,15,0.0
dcml-bach_en_fr_suites-bwv-808,dcml-bach_en_fr_suites-bwv-808--bwv808-04-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,233,12,0.0
dcml-bach_en_fr_suites-bwv-808,dcml-bach_en_fr_suites-bwv-808--bwv808-04a-agrements-de-la-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,314,19,0.0
dcml-bach_en_fr_suites-bwv-808,dcml-bach_en_fr_suites-bwv-808--bwv808-05-gavotte-i,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,372,8,0.0
dcml-bach_en_fr_suites-bwv-808,dcml-bach_en_fr_suites-bwv-808--bwv808-06-gavotte-ii,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,160,4,0.0
dcml-bach_en_fr_suites-bwv-808,dcml-bach_en_fr_suites-bwv-808--bwv808-07-gigue,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,837,32,0.0
dcml-bach_en_fr_suites-bwv-809,dcml-bach_en_fr_suites-bwv-809--bwv809-01-prelude,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,2805,119,0.1
dcml-bach_en_fr_suites-bwv-809,dcml-bach_en_fr_suites-bwv-809--bwv809-02-allemande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,705,29,0.0
dcml-bach_en_fr_suites-bwv-809,dcml-bach_en_fr_suites-bwv-809--bwv809-03-courante,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,332,11,0.0
dcml-bach_en_fr_suites-bwv-809,dcml-bach_en_fr_suites-bwv-809--bwv809-04-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,299,4,0.0
dcml-bach_en_fr_suites-bwv-809,dcml-bach_en_fr_suites-bwv-809--bwv809-05-menuett-i,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,307,0,0.0
dcml-bach_en_fr_suites-bwv-809,dcml-bach_en_fr_suites-bwv-809--bwv809-06-menuett-ii,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,303,14,0.0
dcml-bach_en_fr_suites-bwv-809,dcml-bach_en_fr_suites-bwv-809--bwv809-07-gigue,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,1020,22,0.0
dcml-bach_en_fr_suites-bwv-810,dcml-bach_en_fr_suites-bwv-810--bwv810-01-prelude,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,3192,132,0.0
dcml-bach_en_fr_suites-bwv-810,dcml-bach_en_fr_suites-bwv-810--bwv810-02-allemande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,685,29,0.0
dcml-bach_en_fr_suites-bwv-810,dcml-bach_en_fr_suites-bwv-810--bwv810-03-courante,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,485,45,0.0
dcml-bach_en_fr_suites-bwv-810,dcml-bach_en_fr_suites-bwv-810--bwv810-04-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,404,20,0.0
dcml-bach_en_fr_suites-bwv-810,dcml-bach_en_fr_suites-bwv-810--bwv810-05-passepied-i,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,697,3,0.0
dcml-bach_en_fr_suites-bwv-810,dcml-bach_en_fr_suites-bwv-810--bwv810-06-passepied-ii,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,207,1,0.0
dcml-bach_en_fr_suites-bwv-810,dcml-bach_en_fr_suites-bwv-810--bwv810-07-gigue,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,856,20,0.0
dcml-bach_en_fr_suites-bwv-811,dcml-bach_en_fr_suites-bwv-811--bwv811-01-prelude,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,4432,179,0.4
dcml-bach_en_fr_suites-bwv-811,dcml-bach_en_fr_suites-bwv-811--bwv811-02-allemande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,683,51,0.0
dcml-bach_en_fr_suites-bwv-811,dcml-bach_en_fr_suites-bwv-811--bwv811-03-courante,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,607,13,0.0
dcml-bach_en_fr_suites-bwv-811,dcml-bach_en_fr_suites-bwv-811--bwv811-04-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,257,1,0.0
dcml-bach_en_fr_suites-bwv-811,dcml-bach_en_fr_suites-bwv-811--bwv811-05-double,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,474,63,0.0
dcml-bach_en_fr_suites-bwv-811,dcml-bach_en_fr_suites-bwv-811--bwv811-06-gavotte-i,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,473,1,0.0
dcml-bach_en_fr_suites-bwv-811,dcml-bach_en_fr_suites-bwv-811--bwv811-07-gavotte-ii,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,339,0,0.0
dcml-bach_en_fr_suites-bwv-811,dcml-bach_en_fr_suites-bwv-811--bwv811-08-gigue,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,1006,198,0.0
dcml-bach_en_fr_suites-bwv-812,dcml-bach_en_fr_suites-bwv-812--bwv812-01-allemande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,552,34,0.0
dcml-bach_en_fr_suites-bwv-812,dcml-bach_en_fr_suites-bwv-812--bwv812-02-courante,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,445,29,0.0
dcml-bach_en_fr_suites-bwv-812,dcml-bach_en_fr_suites-bwv-812--bwv812-03-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,310,7,0.0
dcml-bach_en_fr_suites-bwv-812,dcml-bach_en_fr_suites-bwv-812--bwv812-04-menuett-i,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,251,11,0.0
dcml-bach_en_fr_suites-bwv-812,dcml-bach_en_fr_suites-bwv-812--bwv812-05-menuett-ii,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,426,3,0.0
dcml-bach_en_fr_suites-bwv-812,dcml-bach_en_fr_suites-bwv-812--bwv812-06-gigue,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,556,17,0.0
dcml-bach_en_fr_suites-bwv-813,dcml-bach_en_fr_suites-bwv-813--bwv813-01-allemande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,506,41,0.0
dcml-bach_en_fr_suites-bwv-813,dcml-bach_en_fr_suites-bwv-813--bwv813-02-courante,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,500,15,0.0
dcml-bach_en_fr_suites-bwv-813,dcml-bach_en_fr_suites-bwv-813--bwv813-03-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,352,10,0.0
dcml-bach_en_fr_suites-bwv-813,dcml-bach_en_fr_suites-bwv-813--bwv813-04-air,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,389,0,0.0
dcml-bach_en_fr_suites-bwv-813,dcml-bach_en_fr_suites-bwv-813--bwv813-05-menuett,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,261,7,0.0
dcml-bach_en_fr_suites-bwv-813,dcml-bach_en_fr_suites-bwv-813--bwv813-06-gigue,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,416,3,0.0
dcml-bach_en_fr_suites-bwv-814,dcml-bach_en_fr_suites-bwv-814--bwv814-01-allemande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,511,12,0.0
dcml-bach_en_fr_suites-bwv-814,dcml-bach_en_fr_suites-bwv-814--bwv814-02-courante,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,515,17,0.0
dcml-bach_en_fr_suites-bwv-814,dcml-bach_en_fr_suites-bwv-814--bwv814-03-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,352,9,0.0
dcml-bach_en_fr_suites-bwv-814,dcml-bach_en_fr_suites-bwv-814--bwv814-04-gavotte,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,378,4,0.0
dcml-bach_en_fr_suites-bwv-814,dcml-bach_en_fr_suites-bwv-814--bwv814-05-menuett,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,321,0,0.0
dcml-bach_en_fr_suites-bwv-814,dcml-bach_en_fr_suites-bwv-814--bwv814-06-trio,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,218,0,0.0
dcml-bach_en_fr_suites-bwv-814,dcml-bach_en_fr_suites-bwv-814--bwv814-07-gigue,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,643,2,0.0
dcml-bach_en_fr_suites-bwv-815,dcml-bach_en_fr_suites-bwv-815--bwv815-01-allemande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,429,16,0.0
dcml-bach_en_fr_suites-bwv-815,dcml-bach_en_fr_suites-bwv-815--bwv815-02-courante,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,503,3,0.0
dcml-bach_en_fr_suites-bwv-815,dcml-bach_en_fr_suites-bwv-815--bwv815-03-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,306,10,0.0
dcml-bach_en_fr_suites-bwv-815,dcml-bach_en_fr_suites-bwv-815--bwv815-04-gavotte,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,272,3,0.0
dcml-bach_en_fr_suites-bwv-815,dcml-bach_en_fr_suites-bwv-815--bwv815-05-air,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,475,20,0.0
dcml-bach_en_fr_suites-bwv-815,dcml-bach_en_fr_suites-bwv-815--bwv815-06-menuett,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,157,0,0.0
dcml-bach_en_fr_suites-bwv-815,dcml-bach_en_fr_suites-bwv-815--bwv815-07-gigue,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,651,16,0.0
dcml-bach_en_fr_suites-bwv-816,dcml-bach_en_fr_suites-bwv-816--bwv816-01-allemande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,581,26,0.0
dcml-bach_en_fr_suites-bwv-816,dcml-bach_en_fr_suites-bwv-816--bwv816-02-courante,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,588,12,0.0
dcml-bach_en_fr_suites-bwv-816,dcml-bach_en_fr_suites-bwv-816--bwv816-03-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,410,20,0.0
dcml-bach_en_fr_suites-bwv-816,dcml-bach_en_fr_suites-bwv-816--bwv816-04-gavotte,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,313,5,0.0
dcml-bach_en_fr_suites-bwv-816,dcml-bach_en_fr_suites-bwv-816--bwv816-05-bourree,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,380,2,0.0
dcml-bach_en_fr_suites-bwv-816,dcml-bach_en_fr_suites-bwv-816--bwv816-06-loure,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,271,18,0.0
dcml-bach_en_fr_suites-bwv-816,dcml-bach_en_fr_suites-bwv-816--bwv816-07-gigue,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,1147,28,0.0
dcml-bach_en_fr_suites-bwv-817,dcml-bach_en_fr_suites-bwv-817--bwv817-01-allemande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,663,9,0.0
dcml-bach_en_fr_suites-bwv-817,dcml-bach_en_fr_suites-bwv-817--bwv817-02-courante,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,487,29,0.0
dcml-bach_en_fr_suites-bwv-817,dcml-bach_en_fr_suites-bwv-817--bwv817-03-sarabande,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,256,12,0.0
dcml-bach_en_fr_suites-bwv-817,dcml-bach_en_fr_suites-bwv-817--bwv817-04-gavotte,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,253,14,0.0
dcml-bach_en_fr_suites-bwv-817,dcml-bach_en_fr_suites-bwv-817--bwv817-05-polonaise,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,285,0,0.0
dcml-bach_en_fr_suites-bwv-817,dcml-bach_en_fr_suites-bwv-817--bwv817-06-bourree,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,542,1,0.0
dcml-bach_en_fr_suites-bwv-817,dcml-bach_en_fr_suites-bwv-817--bwv817-07-gigue,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,664,24,0.0
dcml-bach_en_fr_suites-bwv-817,dcml-bach_en_fr_suites-bwv-817--bwv817-08-menuett,dcml/bach_en_fr_suites,dcml_tsv,ok,,2,2,0.0,196,14,0.0
dcml-bach_solo-bwv-1001,dcml-bach_solo-bwv-1001--bwv1001-01-adagio,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,473,40,0.0
dcml-bach_solo-bwv-1001,dcml-bach_solo-bwv-1001--bwv1001-02-fuga,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,1424,116,0.0
dcml-bach_solo-bwv-1001,dcml-bach_solo-bwv-1001--bwv1001-03-siciliano,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,444,48,0.0
dcml-bach_solo-bwv-1001,dcml-bach_solo-bwv-1001--bwv1001-04-presto,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,806,1,0.0
dcml-bach_solo-bwv-1002,dcml-bach_solo-bwv-1002--bwv1002-01-allemanda,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,533,23,0.0
dcml-bach_solo-bwv-1002,dcml-bach_solo-bwv-1002--bwv1002-02-double,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,380,0,0.0
dcml-bach_solo-bwv-1002,dcml-bach_solo-bwv-1002--bwv1002-03-corrente,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,476,0,0.0
dcml-bach_solo-bwv-1002,dcml-bach_solo-bwv-1002--bwv1002-04-double,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,955,0,0.0
dcml-bach_solo-bwv-1002,dcml-bach_solo-bwv-1002--bwv1002-05-sarabande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,263,7,0.0
dcml-bach_solo-bwv-1002,dcml-bach_solo-bwv-1002--bwv1002-06-double,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,299,0,0.0
dcml-bach_solo-bwv-1002,dcml-bach_solo-bwv-1002--bwv1002-07-tempodiborea,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,521,24,0.0
dcml-bach_solo-bwv-1002,dcml-bach_solo-bwv-1002--bwv1002-08-double,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,554,0,0.0
dcml-bach_solo-bwv-1003,dcml-bach_solo-bwv-1003--bwv1003-01-grave,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,538,31,0.0
dcml-bach_solo-bwv-1003,dcml-bach_solo-bwv-1003--bwv1003-02-fuga,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,2338,202,0.0
dcml-bach_solo-bwv-1003,dcml-bach_solo-bwv-1003--bwv1003-03-andante,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,423,22,0.0
dcml-bach_solo-bwv-1003,dcml-bach_solo-bwv-1003--bwv1003-04-allegro,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,1021,0,0.0
dcml-bach_solo-bwv-1004,dcml-bach_solo-bwv-1004--bwv1004-01-allemande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,541,1,0.0
dcml-bach_solo-bwv-1004,dcml-bach_solo-bwv-1004--bwv1004-02-courante,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,425,0,0.0
dcml-bach_solo-bwv-1005,dcml-bach_solo-bwv-1005--bwv1005-02-fuga,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,2676,55,0.1
dcml-bach_solo-bwv-1006,dcml-bach_solo-bwv-1006--bwv1006-04-menuett,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,377,10,0.0
dcml-bach_solo-bwv-1006,dcml-bach_solo-bwv-1006--bwv1006-05-bouree,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,269,0,0.0
dcml-bach_solo-bwv-1006,dcml-bach_solo-bwv-1006--bwv1006-06-gigue,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,333,0,0.0
dcml-bach_solo-bwv-1007,dcml-bach_solo-bwv-1007--bwv1007-01-prelude,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,702,0,0.0
dcml-bach_solo-bwv-1007,dcml-bach_solo-bwv-1007--bwv1007-02-allemande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,472,2,0.0
dcml-bach_solo-bwv-1007,dcml-bach_solo-bwv-1007--bwv1007-03-courante,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,408,1,0.0
dcml-bach_solo-bwv-1007,dcml-bach_solo-bwv-1007--bwv1007-04-sarabande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,153,2,0.0
dcml-bach_solo-bwv-1007,dcml-bach_solo-bwv-1007--bwv1007-05-menueti,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,134,1,0.0
dcml-bach_solo-bwv-1007,dcml-bach_solo-bwv-1007--bwv1007-06-menuetii,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,126,0,0.0
dcml-bach_solo-bwv-1007,dcml-bach_solo-bwv-1007--bwv1007-07-gique,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,213,0,0.0
dcml-bach_solo-bwv-1008,dcml-bach_solo-bwv-1008--bwv1008-01-prelude,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,635,1,0.0
dcml-bach_solo-bwv-1008,dcml-bach_solo-bwv-1008--bwv1008-02-allemande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,373,3,0.0
dcml-bach_solo-bwv-1008,dcml-bach_solo-bwv-1008--bwv1008-03-courante,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,370,0,0.0
dcml-bach_solo-bwv-1008,dcml-bach_solo-bwv-1008--bwv1008-04-sarabande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,204,1,0.0
dcml-bach_solo-bwv-1008,dcml-bach_solo-bwv-1008--bwv1008-05-menueti,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,140,3,0.0
dcml-bach_solo-bwv-1008,dcml-bach_solo-bwv-1008--bwv1008-06-menuetii,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,118,0,0.0
dcml-bach_solo-bwv-1008,dcml-bach_solo-bwv-1008--bwv1008-07-gique,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,407,0,0.0
dcml-bach_solo-bwv-1009,dcml-bach_solo-bwv-1009--bwv1009-01-prelude,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,1004,3,0.0
dcml-bach_solo-bwv-1009,dcml-bach_solo-bwv-1009--bwv1009-02-allemande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,482,1,0.0
dcml-bach_solo-bwv-1009,dcml-bach_solo-bwv-1009--bwv1009-03-courante,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,492,1,0.0
dcml-bach_solo-bwv-1009,dcml-bach_solo-bwv-1009--bwv1009-04-sarabande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,214,2,0.0
dcml-bach_solo-bwv-1009,dcml-bach_solo-bwv-1009--bwv1009-05-bourreei,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,189,0,0.0
dcml-bach_solo-bwv-1009,dcml-bach_solo-bwv-1009--bwv1009-06-bourreeii,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,157,0,0.0
dcml-bach_solo-bwv-1009,dcml-bach_solo-bwv-1009--bwv1009-07-gique,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,521,0,0.0
dcml-bach_solo-bwv-1010,dcml-bach_solo-bwv-1010--bwv1010-01-prelude,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,823,3,0.0
dcml-bach_solo-bwv-1010,dcml-bach_solo-bwv-1010--bwv1010-02-allemande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,531,0,0.0
dcml-bach_solo-bwv-1010,dcml-bach_solo-bwv-1010--bwv1010-03-courante,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,462,1,0.0
dcml-bach_solo-bwv-1010,dcml-bach_solo-bwv-1010--bwv1010-04-sarabande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,194,3,0.0
dcml-bach_solo-bwv-1010,dcml-bach_solo-bwv-1010--bwv1010-05-bourreei,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,405,0,0.0
dcml-bach_solo-bwv-1010,dcml-bach_solo-bwv-1010--bwv1010-06-bourreeii,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,61,6,0.0
dcml-bach_solo-bwv-1010,dcml-bach_solo-bwv-1010--bwv1010-07-gique,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,483,0,0.0
dcml-bach_solo-bwv-1011,dcml-bach_solo-bwv-1011--bwv1011-01-prelude,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,1370,5,0.0
dcml-bach_solo-bwv-1011,dcml-bach_solo-bwv-1011--bwv1011-02-allemande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,399,8,0.0
dcml-bach_solo-bwv-1011,dcml-bach_solo-bwv-1011--bwv1011-03-courante,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,266,15,0.0
dcml-bach_solo-bwv-1011,dcml-bach_solo-bwv-1011--bwv1011-04-sarabande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,108,0,0.0
dcml-bach_solo-bwv-1011,dcml-bach_solo-bwv-1011--bwv1011-05-gavottei,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,308,13,0.0
dcml-bach_solo-bwv-1011,dcml-bach_solo-bwv-1011--bwv1011-06-gavotteii,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,241,0,0.0
dcml-bach_solo-bwv-1011,dcml-bach_solo-bwv-1011--bwv1011-07-gique,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,219,0,0.0
dcml-bach_solo-bwv-1012,dcml-bach_solo-bwv-1012--bwv1012-01-prelude,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,1325,14,0.0
dcml-bach_solo-bwv-1012,dcml-bach_solo-bwv-1012--bwv1012-02-allemande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,542,14,0.0
dcml-bach_solo-bwv-1012,dcml-bach_solo-bwv-1012--bwv1012-03-courante,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,639,1,0.0
dcml-bach_solo-bwv-1012,dcml-bach_solo-bwv-1012--bwv1012-04-sarabande,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,302,9,0.0
dcml-bach_solo-bwv-1012,dcml-bach_solo-bwv-1012--bwv1012-05-gavottei,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,259,14,0.0
dcml-bach_solo-bwv-1012,dcml-bach_solo-bwv-1012--bwv1012-06-gavotteii,dcml/bach_solo,dcml_tsv,ok,,1,1,0.0,212,3,0.0
