pair,label,work_A,work_B,hash,occ_A,occ_B,mov_A,windows_B,DF,E,E_laplace,intervals,rclass,uniform_rhythm
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,15599349567898961749,1,2,4,8354,0.08979591836734693,5.038609990060851,0.25695802640295223,-1 -2 -2 -1 -2 -1 -3,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,14901062546128711614,1,2,4,8354,0.11020408163265306,9.083780218870062,0.42617428769270127,-2 -2 -1 -2 -1 -3 -1,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,4665689126027435550,1,2,5,8354,0.036734693877551024,0.08147667351878574,0.10027630298651795,-3 0 0 0 2 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,9237600869306216538,3,5,5,8354,0.49795918367346936,5.631320736659976,5.809758304281384,0 0 0 2 0 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,13065781001223065661,1,4,5,8354,0.46122448979591835,4.946173225798161,4.111328422447236,0 0 0 0 0 0 1,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,17272697810308759568,1,3,5,8354,0.5387755102040817,8.785611164336373,8.391873106184219,0 0 0 1 0 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,7558105571455758811,1,2,5,8354,0.46122448979591835,6.710535572945311,5.170496872742332,0 0 1 0 0 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,17871468558726863493,1,3,5,8354,0.46938775510204084,6.872369674889886,5.546533008941774,0 1 0 0 0 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,10546099103484696246,4,1,5,8354,0.5102040816326531,4.939755688537322,5.8786982625846145,0 0 0 0 0 -1 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,4260993258630826241,5,1,5,8354,0.4897959183673469,4.50536599485013,5.33971313403208,0 0 0 0 -1 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,1141385019992909904,6,3,5,8354,0.5265306122448979,6.499744305390795,7.859155246568344,0 0 0 -1 0 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,12953824969103987807,2,4,5,8354,0.4163265306122449,3.24512584431828,3.967181236904116,-2 0 0 0 0 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,13841404174617843719,2,1,5,8354,0.42448979591836733,3.5073903715032055,4.199070187560438,0 0 -1 0 0 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,3745538766256814985,3,1,5,8354,0.4448979591836735,3.849135085042699,4.550037248013251,0 -1 0 0 0 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,2630682921647085982,1,12,5,8354,0.3836734693877551,2.2432150925903858,2.776400138939216,0 0 0 0 0 0 0,0 0 0 0 0 0 2,0
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,3917756118727609051,2,1,5,8354,0.04081632653061224,0.44739508149172236,0.17548353022640642,0 1 -1 1 -1 1 -1,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,6028873434464787862,1,1,5,8354,0.001845371339425829,0.0020748917650467856,0.006267268936657372,1 -1 1 -1 1 -1 2,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,12251963798234187538,1,1,5,8354,0.004081632653061225,0.007813084953186632,0.018801806809972114,-1 1 -1 1 -1 2 -2,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,4651477569656015510,1,1,5,8354,0.004081632653061225,0.007711059292487186,0.018801806809972114,1 -1 1 -1 2 -2 2,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,6420789239181468133,1,2,5,8354,0.24897959183673468,0.8179388644019041,0.9964957609285221,0 0 0 -4 0 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,11130442072034015534,2,2,5,8354,0.43673469387755104,4.1366526203921055,3.6538177900712476,0 0 0 0 0 2 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,16301350134076998786,2,2,5,8354,0.40816326530612246,3.7826319107391178,3.359256150048351,0 0 0 0 2 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,10952089253137447328,2,2,5,8354,0.363265306122449,3.3675047813365566,2.989487282785566,0 0 2 0 0 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,13680867810256627457,2,1,5,8354,0.37551020408163266,3.3732109180608862,3.133634468328686,0 2 0 0 0 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,14900027987342769807,1,3,5,8354,0.4122448979591837,2.6106344766318994,3.1273671993920282,0 0 0 0 0 0 2,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,8363835840572266054,1,4,5,8354,0.4857142857142857,3.84885050369525,4.430959138216761,0 0 0 0 0 0 -2,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,18019400104409326162,1,1,5,8354,0.24081632653061225,0.8296633998476289,1.0215648366751517,0 -2 0 0 0 -1 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,14152342435516896628,1,1,5,8354,0.00816326530612245,0.010308798574886608,0.018801806809972114,-1 0 1 0 0 0 -1,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,4008692101796764140,1,1,5,8354,5.230951622755638e-05,0.0001038303677439923,0.006267268936657372,0 1 0 1 0 0 1,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,16537012975549915360,1,1,5,8354,0.061224489795918366,0.135114478893734,0.15041445447977692,-2 0 -2 0 0 0 0,0 0 0 0 0 0 0,1
P08,1,dcml_abc-n15op132,dcml-mendelssohn_quartets-op-13,3683251225332378374,1,8,5,8354,0.2653061224489796,2.980028485265229,1.5918863099109724,-2 -2 -1 1 -1 -2 -2,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,3972001279421935252,8,8,1,8354,0.08979591836734693,0.5071120480283806,0.6329941626023946,2 -2 -1 -2 2 -2 -2,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,18312874603789108142,8,2,1,8354,0.1306122448979592,0.47053158053586713,0.5640542042991635,-2 -1 -2 2 -2 -2 -1,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,10094419097378017124,2,1,1,8354,0.06938775510204082,0.2784250024691188,0.31963071576952595,-2 2 -2 -2 2 -2 -1,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,4372973975099255643,63,1,1|2|4,8354,0.21224489795918366,14.046996800186816,13.186333842727109,-12 12 -12 12 -12 12 -12,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,6561773122753414140,12,2,1,8354,0.09795918367346938,0.7748785848154607,0.6392614315390519,2 1 -1 -2 2 1 -1,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,12133793991146326180,16,2,1,8354,0.20408163265306123,3.171961730265191,1.704697150770805,-1 1 2 -2 -1 1 2,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,16646503966893443731,8,1,1,8354,0.02857142857142857,0.1350320479472017,0.16921626128974904,1 2 -2 -1 1 2 -3,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,3272389519193942737,64,1,1,8354,0.22040816326530613,4.234989682289023,2.81400375255916,2 -2 2 -2 2 -2 2,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,316450414965223532,56,2,1,8354,0.23265306122448978,3.6834486588089397,2.66985656701604,-2 2 -2 2 -2 2 -2,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,6992780839467071644,4,1,1,8354,0.004081632653061225,0.0026379021187156165,0.012534537873314744,2 -2 2 -2 0 2 -2,0 0 0 2 -2 0 0,0
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,13184238562780131293,4,1,1,8354,0.004081632653061225,0.002544654759961098,0.012534537873314744,-2 2 -2 0 2 -2 2,0 0 2 -2 0 0 0,0
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,1489682704314560128,3,1,2,8354,0.0009543612412498066,0.0012000371677042764,0.006267268936657372,5 -5 -2 2 -3 3 -5,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,2900228450425205540,6,17,4,8354,0.33877551020408164,7.183424876183045,6.649572341793471,1 -1 1 -1 1 -1 1,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,11089555382084080366,4,14,4,8354,0.30612244897959184,7.185361198026111,7.006806671182941,-1 1 -1 1 -1 1 -1,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,959349278297229003,8,1,4,8354,0.13877551020408163,0.6330253375155848,0.7959431549554862,0 0 0 0 -12 12 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,1629514579637552002,8,1,4,8354,0.1346938775510204,0.600795501695081,0.7395377345255698,0 0 0 -12 12 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,7644950830005839466,8,1,4,8354,0.1306122448979592,0.5664128296769998,0.6956668519689683,0 0 -12 12 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,1555539108215067437,8,1,4,8354,0.12653061224489795,0.5415726076754276,0.6517959694123666,0 -12 12 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,10854024840505956090,2,1,4,8354,0.5836734693877551,4.129440535470628,5.120358721249072,-1 -2 -2 -2 -1 -2 -2,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,6420015703652674026,5,1,4,8354,0.49795918367346936,4.346508790787297,4.618977206316482,2 2 1 2 2 2 1,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,6684035197061309914,7,1,4,8354,0.42448979591836733,2.5247793971010832,2.5883820708394945,2 1 2 2 2 1 2,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,14551727128594777257,1,1,4,8354,0.05714285714285714,0.13673374187860646,0.16921626128974904,2 1 -1 1 2 2 1,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,9237600869306216538,7,5,4,8354,0.49795918367346936,5.631320736659976,5.809758304281384,0 0 0 2 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,10952089253137447328,5,2,4,8354,0.363265306122449,3.3675047813365566,2.989487282785566,0 0 2 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,13680867810256627457,5,1,4,8354,0.37551020408163266,3.3732109180608862,3.133634468328686,0 2 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,11185099478490614731,222,141,4,8354,0.7224489795918367,260.44669323507003,304.977840995621,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,1781669719148222935,2,1,4,8354,0.061224489795918366,0.09402227135167637,0.12534537873314744,0 0 0 0 0 0 6,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,4242703683425270923,3,1,4,8354,0.05714285714285714,0.11991650096039284,0.15041445447977692,0 0 0 0 0 6 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,12038957063837000556,3,1,4,8354,0.053061224489795916,0.12380369872813136,0.15041445447977692,0 0 0 0 6 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,399328360056517908,3,1,4,8354,0.09387755102040816,0.20672821595417107,0.25695802640295223,0 0 0 6 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,10608263603240126584,3,1,4,8354,0.30612244897959184,1.0975126138319722,1.3537300903179923,-12 0 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,6555203061558586692,2,2,4,8354,0.27346938775510204,1.1310157371628844,1.366264628191307,0 0 0 0 0 0 -3,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,6787782814435139067,2,2,4,8354,0.2571428571428571,1.2417956043192677,1.247186518394817,0 0 0 0 0 -3 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,6936220342145915986,3,1,4,8354,0.24489795918367346,1.1408775829886293,1.165712022218271,0 0 0 0 -3 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,14911049944244510654,3,5,4,8354,0.3020408163265306,2.023754391235808,2.318889506563228,0 0 0 -3 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,7558105571455758811,2,2,4,8354,0.46122448979591835,6.710535572945311,5.170496872742332,0 0 1 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,17871468558726863493,2,3,4,8354,0.46938775510204084,6.872369674889886,5.546533008941774,0 1 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,910468409114650560,2,3,4,8354,0.46938775510204084,4.0141472632745945,4.65031355099977,1 0 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,9333681981848353177,3,1,4,8354,0.4857142857142857,4.249290877331275,5.264505906792192,0 0 0 0 0 0 -1,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,1082045612886752309,3,2,4,8354,0.33877551020408164,1.544601008368606,1.8801806809972115,0 0 0 0 0 0 5,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,10457360941286025917,5,5,4,8354,0.5469387755102041,6.310043588528107,7.614731758038706,0 0 0 -2 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,14037939126132874456,1,1,4,8354,0.23265306122448978,0.8185450354094059,1.0152975677384941,0 0 -2 0 0 0 -1,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,18019400104409326162,1,1,4,8354,0.24081632653061225,0.8296633998476289,1.0215648366751517,0 -2 0 0 0 -1 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,7327670980718547572,1,1,4,8354,0.19183673469387755,0.7543062915180409,0.9150212647519762,-2 0 0 0 -1 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,1141385019992909904,5,3,4,8354,0.5265306122448979,6.499744305390795,7.859155246568344,0 0 0 -1 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,828940108759010231,2,2,4,8354,0.2163265306122449,0.8854318859666721,0.8899521890053468,0 0 -3 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,13646608702198817197,1,2,4,8354,0.21224489795918366,0.8400317687518396,0.85861584432206,0 -3 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,14900027987342769807,2,3,4,8354,0.4122448979591837,2.6106344766318994,3.1273671993920282,0 0 0 0 0 0 2,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,11130442072034015534,2,2,4,8354,0.43673469387755104,4.1366526203921055,3.6538177900712476,0 0 0 0 0 2 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,16301350134076998786,2,2,4,8354,0.40816326530612246,3.7826319107391178,3.359256150048351,0 0 0 0 2 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,13065781001223065661,1,4,4,8354,0.46122448979591835,4.946173225798161,4.111328422447236,0 0 0 0 0 0 1,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,3968772331688480021,1,2,4,8354,0.4897959183673469,6.700039967264886,5.471325781701885,0 0 0 0 0 1 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,12136645170524575645,1,2,4,8354,0.46938775510204084,6.0698330534797895,5.176764141678989,0 0 0 0 1 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,17272697810308759568,3,3,4,8354,0.5387755102040817,8.785611164336373,8.391873106184219,0 0 0 1 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,10546099103484696246,1,1,4,8354,0.5102040816326531,4.939755688537322,5.8786982625846145,0 0 0 0 0 -1 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,4260993258630826241,1,1,4,8354,0.4897959183673469,4.50536599485013,5.33971313403208,0 0 0 0 -1 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,13841404174617843719,1,1,4,8354,0.42448979591836733,3.5073903715032055,4.199070187560438,0 0 -1 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,3745538766256814985,1,1,4,8354,0.4448979591836735,3.849135085042699,4.550037248013251,0 -1 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,9050728763716188748,2,1,4,8354,0.4163265306122449,2.8635793166190524,3.509670604528128,-1 0 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,8350047934755293510,1,1,4,8354,0.19183673469387755,0.6249050708286429,0.7332704655889125,0 0 0 0 0 0 1,0 0 0 0 0 0 1,0
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,2630682921647085982,2,12,4,8354,0.3836734693877551,2.2432150925903858,2.776400138939216,0 0 0 0 0 0 0,0 0 0 0 0 0 2,0
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,8363835840572266054,2,4,4,8354,0.4857142857142857,3.84885050369525,4.430959138216761,0 0 0 0 0 0 -2,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,1088624732289193131,1,3,4,8354,0.02857142857142857,0.043670714633460304,0.05640542042991634,5 0 0 0 -3 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,6420789239181468133,2,2,4,8354,0.24897959183673468,0.8179388644019041,0.9964957609285221,0 0 0 -4 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,17088342778623933744,1,4,4,8354,0.5183673469387755,4.757676771065696,5.032616956135869,0 0 0 0 0 -2 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,16647158588708528080,1,3,4,8354,0.5102040816326531,4.0221135671513695,4.637779013126456,0 0 0 0 -2 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,5499761344156506484,1,1,4,8354,0.0163265306122449,0.03090890866885139,0.043870882556601605,0 0 -2 0 0 0 5,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,18109451028541964059,1,1,4,8354,0.012244897959183673,0.027147279148208043,0.03760361361994423,0 -2 0 0 0 5 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,3767183429349823909,1,2,4,8354,0.024489795918367346,0.05268754165466474,0.06267268936657372,-2 0 0 0 5 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,8801578294649929429,6,5,4,8354,0.3877551020408163,2.2688726634034118,2.5570457261562076,0 0 0 5 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,7372329311636653700,1,1,4,8354,0.46122448979591835,3.4772448673753003,4.042388464144005,0 0 0 0 0 0 0,0 0 0 0 0 0 1,0
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,15958706299856734845,2,2,4,8354,0.12653061224489795,4.131882986034036,0.6831323140956534,4 -4 4 -4 5 -5 5,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,1181461499213658554,2,2,4,8354,0.13877551020408163,4.508082614671505,0.777141348145514,-4 4 -4 5 -5 5 -5,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,17001997413025850070,2,1,4,8354,0.20816326530612245,4.296721092090692,3.277781653871805,5 -5 5 -5 5 -5 5,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,5907591147754429656,2,1,4,8354,0.22857142857142856,4.690133126812257,3.8042322445510246,-5 5 -5 5 -5 5 -5,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,7541200170940926280,2,2,4,8354,0.2857142857142857,0.7287004087511908,0.8899521890053468,-7 0 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,9554831795633673372,3,2,4,8354,0.3142857142857143,1.4437517389011025,1.6044208477842872,0 5 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,13020225774748621817,3,3,4,8354,0.363265306122449,1.52933015430555,1.8425770673772672,5 0 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,17925413280476743312,1,2,4,8354,0.35918367346938773,2.166305247947437,2.682391104889355,12 0 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,16762446751818653069,2,2,4,8354,0.3346938775510204,1.7222568402705323,1.855111605250582,0 0 0 0 0 5 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,611779362569012107,2,2,4,8354,0.31020408163265306,1.6389118810353869,1.7611025712007216,0 0 0 0 5 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,4068124447445488065,2,1,4,8354,0.3142857142857143,1.4443802538304984,1.585619040974315,0 0 5 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,1842591613875724,1,3,4,8354,0.2571428571428571,0.7035286603133462,0.8836849200686894,0 0 0 0 0 0 -7,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,3108513523302505712,1,3,4,8354,0.22448979591836735,0.5790987742128965,0.7144686587789404,0 0 0 0 0 -7 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,1794322274251292721,1,3,4,8354,0.20408163265306123,0.5023113559473065,0.5953905489824504,0 0 0 0 -7 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,13030236077530698751,1,3,4,8354,0.27755102040816326,1.0138767007932377,1.21585017371153,0 0 0 -7 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,15439915843993837696,1,2,4,8354,0.20408163265306123,0.6009391792257692,0.6893995830323109,0 0 -7 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,9142878482043776675,1,2,4,8354,0.23265306122448978,0.638560644449944,0.7270031966522551,0 -7 0 0 0 0 0,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,11257817376361186834,1,1,4,8354,0.2612244897959184,1.1023204765941268,1.3850664350012791,0 0 0 0 0 0 -12,0 0 0 0 0 0 0,1
P09,1,dcml_abc-n11op95,dcml-mendelssohn_quartets-op-13,14581121746789897757,1,1,4,8354,0.21224489795918366,0.5417481357083219,0.6329941626023946,0 0 0 0 0 0 5,0 0 0 0 0 0 1,0
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,11185099478490614731,382,31,1|2|3|4,8461,0.7224489795918367,321.07682497655173,308.8840690284833,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,8363835840572266054,20,1,1|3|4,8461,0.4857142857142857,5.528859675930932,4.487711906685662,0 0 0 0 0 0 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,17088342778623933744,17,2,1|4,8461,0.5183673469387755,5.989305762728122,5.097075899672682,0 0 0 0 0 -2 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,16647158588708528080,20,1,1|4,8461,0.5102040816326531,5.4089302862479185,4.697180779274951,0 0 0 0 -2 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,10457360941286025917,21,1,1|4,8461,0.5469387755102041,8.330922413765437,7.712263036241979,0 0 0 -2 0 0 0,0 0 0 0 0 0 0,1
