pair,label,work_A,work_B,hash,occ_A,occ_B,mov_A,windows_B,DF,E,E_laplace,intervals,rclass,uniform_rhythm
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,1141385019992909904,15,1,1|4,8461,0.5265306122448979,7.521718046308736,7.959817158392957,0 0 0 -1 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,9237600869306216538,9,3,1|4,8461,0.49795918367346936,6.8649272989365695,5.884171057280917,0 0 0 2 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,17272697810308759568,11,4,1|3|4,8461,0.5387755102040817,8.095956777788295,8.499358193850213,0 0 0 1 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,8121389055376424656,12,4,1|3,8461,0.1836734693877551,0.6893288744571267,0.8061377823890793,2 2 1 2 2 -2 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,2541865746873384477,13,4,1|3,8461,0.2816326530612245,1.5419947306860073,1.1171673204762045,2 1 2 2 -2 -2 -1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,12076769863553509064,3,6,1,8461,0.08163265306122448,0.279712746314094,0.2792918301190511,1 2 2 -2 -2 -1 1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,11049965738397213133,3,5,1,8461,0.061224489795918366,0.16655579127186387,0.20312133099567353,2 2 -2 -2 -1 1 2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,11629645975092450283,3,1,1,8461,0.06938775510204082,0.29846910530782367,0.37450495402327305,2 -2 -2 -1 1 2 2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,15595496824933904010,17,1,1|4,8461,0.4530612244897959,4.595182085576772,4.322675825251678,0 0 -2 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,16161659831680223506,16,1,1|4,8461,0.45714285714285713,5.172117948914262,4.582925030589884,0 -2 0 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,10546099103484696246,13,1,1|3|4,8461,0.5102040816326531,5.074929160403701,5.9539940148106805,0 0 0 0 0 -1 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,4260993258630826241,7,1,1|4,8461,0.4897959183673469,4.79277753177613,5.408105437759807,0 0 0 0 -1 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,13065781001223065661,7,3,1|3|4,8461,0.46122448979591835,5.124179870750712,4.163987285411308,0 0 0 0 0 0 1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,3968772331688480021,11,5,1|3|4,8461,0.4897959183673469,5.523828024351063,5.5414038112257185,0 0 0 0 0 1 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,13680867810256627457,6,3,1|4,8461,0.37551020408163266,2.933850833847401,3.173770796807399,0 2 0 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,6787782814435139067,3,1,1|4,8461,0.2571428571428571,1.7936076255308953,1.263160777129345,0 0 0 0 0 -3 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,6936220342145915986,3,1,1|4,8461,0.24489795918367346,1.5068136506308225,1.1806427364123524,0 0 0 0 -3 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,4422853768691058313,12,2,1,8461,8.641950896018595e-06,2.1976561837220486e-05,0.006347541593614798,9 9 -9 9 -9 -9 9,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,11552312096894373298,1,3,1,8461,0.053061224489795916,0.16612554626351467,0.15868853984036996,3 5 4 3 5 4 3,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,11130442072034015534,7,3,1|3|4,8461,0.43673469387755104,3.982699636047834,3.7006167490774273,0 0 0 0 0 2 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,16301350134076998786,5,3,1|4,8461,0.40816326530612246,3.8717185657226456,3.4022822941775317,0 0 0 0 2 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,6420015703652674026,3,2,1,8461,0.49795918367346936,4.094763568406279,4.678138154494105,2 2 1 2 2 2 1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,6684035197061309914,2,1,1,8461,0.42448979591836733,2.5658951271537984,2.6215346781629116,2 1 2 2 2 1 2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,15598532769223452241,5,1,1|3,8461,0.17142857142857143,1.0319019412121686,0.7807476160146202,0 0 0 0 0 0 3,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,14138638990137700506,5,2,1|3,8461,0.2163265306122449,0.7425292983084052,0.8632656567316125,0 0 0 0 0 3 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,498167810775000135,8,2,1|3,8461,0.2,0.6754430135158359,0.8124853239826941,0 0 0 0 3 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,18104957683447062627,11,2,1|3,8461,0.2612244897959184,1.298540210457162,1.5868853984036995,0 0 0 3 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,1081586595632079195,10,2,1|3,8461,0.20408163265306123,0.6197113914041245,0.7490099080465461,0 0 3 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,1378205947967098981,10,2,1|3,8461,0.19591836734693877,0.6352267023139967,0.7363148248593165,0 3 0 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,316450414965223532,4,3,1,8461,0.23265306122448978,3.2614580181138773,2.7040527188799035,-2 2 -2 2 -2 2 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,11089555382084080366,1,3,1,8461,0.30612244897959184,13.103189500002216,7.096551501661344,-1 1 -1 1 -1 1 -1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,2900228450425205540,7,4,1,8461,0.33877551020408164,13.604324520680324,6.7347416308253,1 -1 1 -1 1 -1 1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,5357819783654894817,3,1,1,8461,0.1346938775510204,0.3778472813467994,0.46971807792749504,-2 -2 -1 1 2 2 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,1562816202402369557,3,1,1,8461,0.13877551020408163,0.3980799428962575,0.48241316111472465,-2 -1 1 2 2 -2 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,3693028719606665077,7,2,1|3,8461,0.16326530612244897,0.5348397530226622,0.5903213682061762,-1 1 2 2 -2 -2 -1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,5741528493099820526,3,1,1,8461,0.012244897959183673,0.060222060415950095,0.07617049912337757,-1 1 3 -3 -1 1 3,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,16026675016263847861,2,1,1,8461,0.00816326530612245,0.04394241965445036,0.05712787434253318,1 3 -3 -1 1 3 -3,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,10993359332990276905,2,1,1,8461,0.00816326530612245,0.040614247074798826,0.05712787434253318,3 -3 -1 1 3 -3 -1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,16252643505604147558,2,1,1,8461,0.012244897959183673,0.04364602010386211,0.06347541593614799,-3 -1 1 3 -3 -1 1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,12136645170524575645,8,4,1|3|4,8461,0.46938775510204084,5.248139492209801,5.243069356325823,0 0 0 0 1 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,10952089253137447328,5,3,1|4,8461,0.363265306122449,3.3639250832394767,3.0277773401542585,0 0 2 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,3879359630756863047,2,1,1,8461,0.0019623817908499953,0.00273131362513028,0.006347541593614798,0 4 0 -2 0 3 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,11675401675895475018,2,1,1,8461,0.012244897959183673,0.04807117135121161,0.06347541593614799,0 3 0 -1 0 3 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,6132551908047415281,1,1,1,8461,0.061224489795918366,0.11668349183714603,0.13329837346591075,-2 4 0 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,7372329311636653700,1,1,1,8461,0.46122448979591835,3.832726497359727,4.094164327881544,0 0 0 0 0 0 0,0 0 0 0 0 0 1,0
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,4145122777141550446,1,1,1,8461,0.004081632653061225,0.0033853701172493647,0.012695083187229596,-3 -4 -2 -3 -3 -4 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,18389617087881204502,2,1,2|4,8461,0.19591836734693877,6.314930802571345,1.2441181523485003,0 -2 0 -1 0 -2 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,12047171225645131023,16,2,2|3|4,8461,0.563265306122449,4.125701223150654,5.1288136076407564,-1 -2 -2 -1 -2 -2 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,11795067275911018803,26,2,2|3|4,8461,0.6326530612244898,4.473114346829374,5.496971020070415,-2 -2 -1 -2 -2 -2 -1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,17060307537400064785,1,3,2,8461,0.11836734693877551,1.1498999654209237,1.2948984850974188,9 -9 9 -9 9 -9 9,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,382715690739267080,1,5,2,8461,0.11428571428571428,1.1734772063083436,1.3393312762527223,-9 9 -9 9 -9 9 -9,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,9795125921638784917,1,2,2,8461,0.053061224489795916,0.11866397494680547,0.14599345665314034,9 -9 9 -9 9 -9 7,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,16563587750834009785,1,2,2,8461,0.0326530612244898,0.0623386961368168,0.07617049912337757,-9 9 -9 9 -9 7 -7,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,1253589005539741584,3,2,2,8461,0.08571428571428572,0.4257252086494808,0.5268459522700283,5 -5 5 -5 5 -5 4,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,14613143281438703219,3,2,2,8461,0.08571428571428572,0.45141765603831774,0.5522361186444874,-5 5 -5 5 -5 4 -4,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,3339168943384866310,1,2,2,8461,0.09387755102040816,0.4195685669686129,0.5204984106764134,3 -3 3 -5 5 -5 5,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,8124958835119619570,1,6,2,8461,0.036734693877551024,0.10467386486559076,0.13964591505952556,5 -3 3 -5 5 -3 3,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,2393067315940617803,1,2,2,8461,0.08571428571428572,0.28670660418976857,0.3554623292424287,-7 7 -7 5 -5 5 -5,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,7024005394730165563,1,1,2,8461,0.053061224489795916,0.21526749007662535,0.2602492053382067,7 -7 5 -5 5 -5 5,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,16334020651357888246,1,1,2,8461,0.053061224489795916,0.1618369059030967,0.19677378940205872,-7 5 -5 5 -5 5 -5,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,17134696777513059609,1,5,2,8461,0.10612244897959183,0.7127789277497584,0.875960739918842,5 -5 5 -5 4 -4 4,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,7621707888257351215,1,6,2,8461,0.12653061224489795,0.7384219136714417,0.9140459894805308,-5 5 -5 4 -4 4 -4,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,15833254150857389022,1,1,2,8461,0.11836734693877551,0.5651631353740514,0.6855344921103982,-5 4 -4 4 -4 4 -4,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,12431054008214181808,1,27,2,8461,0.30612244897959184,6.255126498656799,7.712263036241979,-3 3 -3 3 -3 3 -3,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,10803418882132551059,1,24,2,8461,0.31020408163265306,6.698821397082057,8.277194238073697,3 -3 3 -3 3 -3 3,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,13931486959881547316,2,2,2,8461,0.11428571428571428,0.5854543435406404,0.723619741672087,-3 3 -3 3 -3 3 -5,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,9087658888719138928,1,2,2,8461,0.0653061224489796,0.28036143940854547,0.3427672460551991,3 -3 3 -3 3 -5 5,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,17001997413025850070,1,3,2,8461,0.20816326530612245,3.398609922318193,3.319764253460539,5 -5 5 -5 5 -5 5,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,5907591147754429656,1,3,2,8461,0.22857142857142856,3.7202092091333485,3.8529577473241825,-5 5 -5 5 -5 5 -5,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,5543640397582114569,1,1,2,8461,0.0163265306122449,0.06222229370863858,0.08251804071699237,3 -5 5 -5 5 -3 3,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,14562821186855661718,1,3,2,8461,0.05714285714285714,0.9965541969675581,0.3554623292424287,0 0 0 0 0 0 0,2 -2 0 0 2 -2 0,0
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,9426163385979962224,1,11,2,8461,0.09795918367346938,2.4612601534478946,0.7172722000784721,0 0 0 0 0 0 0,-2 0 0 2 -2 0 0,0
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,14901062546128711614,5,19,3,8461,0.11020408163265306,1.2124966642923163,0.43163282836580624,-2 -2 -1 -2 -1 -3 -1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,12863154568693281166,7,19,3,8461,0.13877551020408163,1.3969687417550631,0.5078033274891839,-2 -1 -2 -1 -3 -1 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,4073167892415760602,7,20,3,8461,0.10612244897959183,1.053224814600166,0.3173770796807399,-1 -2 -1 -3 -1 -2 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,3095522951971963757,7,14,3,8461,0.11020408163265306,1.0735547738824067,0.3237246212743547,-2 -1 -3 -1 -2 -2 -1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,6049272433761665207,7,9,3,8461,0.053061224489795916,0.2113379673124236,0.10790820709145156,-1 -3 -1 -2 -2 -1 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,6556635590909545536,7,2,3,8461,0.10204081632653061,0.28736397359354654,0.3046819964935103,-1 -2 -2 -1 -2 -1 3,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,8497036986905952572,2,2,3,8461,0.3673469387755102,1.2862348075172114,1.5170624408739366,2 1 -1 -2 -2 -1 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,15599349567898961749,2,9,3,8461,0.08979591836734693,1.0520511645458908,0.2602492053382067,-1 -2 -2 -1 -2 -1 -3,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,8567195616101491589,20,1,3,8461,0.08979591836734693,0.4284721472743762,0.5204984106764134,2 2 1 -1 -2 -2 2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,10323195860879393548,14,1,3,8461,0.06938775510204082,0.43487210457026176,0.5268459522700283,2 1 -1 -2 -2 2 2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,6929236332577483342,15,1,3|4,8461,0.08979591836734693,0.556432003238664,0.6474492425487094,1 -1 -2 -2 2 2 1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,2329109472373865160,10,1,3,8461,0.08163265306122448,0.7762585811017617,0.6220590761742502,-1 -2 -2 2 2 1 -1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,2547897247391739802,10,1,3,8461,0.06938775510204082,0.514515149077733,0.6030164513934058,-2 -2 2 2 1 -1 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,4068124447445488065,6,1,3|4,8461,0.3142857142857143,1.9778261144213272,1.6059280231845439,0 0 5 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,9554831795633673372,4,1,3|4,8461,0.3142857142857143,2.2747334222508377,1.6249706479653883,0 5 0 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,16993391057309483250,4,5,3,8461,0.24081632653061225,2.9918986761515094,1.5234099824675515,-1 -2 -2 2 -2 -2 -1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,7558105571455758811,7,6,3|4,8461,0.46122448979591835,5.1472035411332335,5.236721814732209,0 0 1 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,17871468558726863493,8,6,3|4,8461,0.46938775510204084,5.870143053880615,5.617574310349096,0 1 0 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,13319998364802337106,4,1,4,8461,0.0163265306122449,1.732642960079597,0.21581641418290312,2 -2 -2 -2 2 -2 -1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,7790417052674498062,1,1,4,8461,0.0163265306122449,0.060448988706952624,0.07617049912337757,-2 -1 3 -2 -1 3 -2,0 1 -1 0 1 -1 0,0
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,7558686048701115286,1,1,4,8461,0.00816326530612245,0.017350360160426265,0.02539016637445919,-1 3 -2 -1 3 -2 -1,1 -1 0 1 -1 0 1,0
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,1710557472844074855,1,1,4,8461,0.08571428571428572,0.40556736765004137,0.48876070270833943,2 1 2 -2 -1 -2 -1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,338492175657507967,1,21,4,8461,0.1346938775510204,1.1125336424857775,0.6093639929870206,1 2 -2 -1 -2 -1 1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,14911049944244510654,2,1,4,8461,0.3020408163265306,3.861510903792388,2.3485903896374754,0 0 0 -3 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,828940108759010231,2,1,4,8461,0.2163265306122449,1.6308492606806886,0.9013509062933013,0 0 -3 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,13646608702198817197,2,1,4,8461,0.21224489795918366,1.533134561123708,0.8696131983252273,0 -3 0 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,2506583179437784118,2,1,4,8461,0.09387755102040816,0.34240390881318666,0.42528528677219146,1 0 0 0 0 0 1,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,13841404174617843719,5,1,4,8461,0.42448979591836733,3.786129072848894,4.252852867721914,0 0 -1 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,3745538766256814985,5,1,4,8461,0.4448979591836735,4.273677585538716,4.608315196964343,0 -1 0 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,10346232583724882929,1,1,4,8461,0.00018215226373135057,0.00023466580565505933,0.006347541593614798,-5 5 0 -5 5 0 -3,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,2508145193081689883,1,1,4,8461,0.00025646992865732525,0.00030526536836167876,0.006347541593614798,5 0 -5 5 0 -3 3,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,16762446751818653069,1,1,4,8461,0.3346938775510204,2.421158260598214,1.8788723117099801,0 0 0 0 0 5 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,611779362569012107,1,1,4,8461,0.31020408163265306,2.330371282980553,1.7836591878057584,0 0 0 0 5 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,8801578294649929429,3,1,4,8461,0.3877551020408163,4.261826983715646,2.5897969701948376,0 0 0 5 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,18271378905220080345,1,1,4,8461,0.02857142857142857,0.04548827203114011,0.05078033274891838,0 0 0 0 1 0 2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,6848917457588063579,1,4,4,8461,0.19183673469387755,3.5335703149711346,1.6503608143398474,2 -2 -2 -1 1 -1 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,3683251225332378374,1,4,4,8461,0.2653061224489796,4.901856876548747,1.6122755647781586,-2 -2 -1 1 -1 -2 -2,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,1685958941708539587,1,1,4,8461,0.02040816326530612,0.08671955525764252,0.11425574868506636,2 2 -4 5 2 2 -4,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,8430865466140809056,1,1,4,8461,0.23673469387755103,0.828479842313325,1.0283017381655972,0 0 0 0 0 -5 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,210814488821974768,1,1,4,8461,0.22040816326530613,0.7468182913680593,0.9013509062933013,0 0 0 0 -5 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,9126116104904292170,1,1,4,8461,0.2693877551020408,1.1059276882546805,1.3583739010335667,0 0 0 -5 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,4731085182623728736,1,1,4,8461,0.17959183673469387,0.525057394069675,0.6220590761742502,0 0 -5 0 0 0 0,0 0 0 0 0 0 0,1
P10,1,dcml_abc-n10op74,dcml-mendelssohn_quartets-op-12,6940484270261211288,1,1,4,8461,0.17959183673469387,0.5357399593427039,0.6157115345806353,0 -5 0 0 0 0 0,0 0 0 0 0 0 0,1
N07,0,kern-humdrum-haydn-quartets-op64n5,dcml_abc-n05op18-5,6420015703652674026,3,2,1,5517,0.4968152866242038,4.061638136406888,3.1228347123959184,2 2 1 2 2 2 1,0 0 0 0 0 0 0,1
N07,0,kern-humdrum-haydn-quartets-op64n5,dcml_abc-n05op18-5,4512380572118599069,1,1,1,5517,0.05732484076433121,0.13398202119073552,0.10789064265475343,8 -7 7 -5 5 -3 3,0 0 0 0 0 0 0,1
N07,0,kern-humdrum-haydn-quartets-op64n5,dcml_abc-n05op18-5,2900228450425205540,1,7,1,5517,0.34394904458598724,9.036374522294683,4.0878565716967685,1 -1 1 -1 1 -1 1,0 0 0 0 0 0 0,1
N07,0,kern-humdrum-haydn-quartets-op64n5,dcml_abc-n05op18-5,7520863936754906557,3,3,1|3,5517,0.535031847133758,3.2080765100681323,2.301667043301406,-2 -2 -1 -2 -2 -1 -2,0 0 0 0 0 0 0,1
N07,0,kern-humdrum-haydn-quartets-op64n5,dcml_abc-n05op18-5,3899367330220855951,5,2,1|2|3,5517,0.554140127388535,4.045219456804605,3.0269319189250266,-2 -1 -2 -2 -1 -2 -2,0 0 0 0 0 0 0,1
N07,0,kern-humdrum-haydn-quartets-op64n5,dcml_abc-n05op18-5,5955324738335656656,2,2,1|3,5517,0.19745222929936307,0.6287364988604848,0.38960509847549846,-1 -2 -2 -1 -2 -2 -1,0 0 0 0 0 0 0,1
N07,0,kern-humdrum-haydn-quartets-op64n5,dcml_abc-n05op18-5,12186691239476540358,1,2,1,5517,0.36942675159235666,1.7852035698783126,1.3186634102247639,-2 -2 -1 -2 -2 -1 1,0 0 0 0 0 0 0,1
N07,0,kern-humdrum-haydn-quartets-op64n5,dcml_abc-n05op18-5,15871599022083143617,1,1,1,5517,0.33121019108280253,1.5449423998888372,1.132851747874911,-2 -1 -2 -2 -1 1 2,0 0 0 0 0 0 0,1
