query,work,composer,n_B,obs_occ,obs_works,pred_occ_lap,pred_occ_kn,pred_occ_hier,pred_works_lap,pred_works_kn,pred_works_hier,pred_works_df
125,osl-5004732,schubert_f,288,889,56,517.2499771567526,762.3976033224014,836.3932508769091,192.66674350786914,219.20893902040012,214.6045467113693,57.108530578713925
126,musedata_beethoven-bhl-orch-sym7,beethoven_l,246,48833,179,30208.937728635377,44498.51252262182,46671.27404359565,245.55985934389997,245.83177566636985,245.55739916598156,172.47255172584724
127,musedata_beethoven-bhl-orch-sym2,beethoven_l,246,48833,179,30208.937728635377,44498.51252262182,46671.27404359565,245.55985934389997,245.83177566636985,245.55739916598156,172.47255172584724
128,musedata_beethoven-bhl-orch-sym3,beethoven_l,246,20,15,14.471423602042975,20.13299262461759,19.66838506146445,13.73603460282826,18.733409483244294,18.185144465276505,15.691053004329076
129,musedata_mozart-bhl-sym-k543,mozart_wa,231,5981,91,3344.834263590319,4965.669804655122,5488.253694775321,221.0732858825567,223.90685899910343,221.66424701807165,93.8435617761367
130,kern-humdrum-haydn-quartets-op33n2,haydn_fj,216,4,1,3.006416453397912,2.652529692882445,3.19586459519894,2.9654498379397913,2.6102289080115293,3.13011138977033,0.9477764891309411
131,dcml_abc-n07op59-1,beethoven_l,246,0,0,0.9767441434944739,0.11250644689571317,0.13531779968868565,0.9730988331175744,0.11245585053272045,0.13524176013064204,0.14002737185772784
132,musedata_mozart-bhl-conc-k450,mozart_wa,231,56,25,37.12835269193171,55.344217426724946,56.510031104945675,31.425682328975753,43.67144248462911,42.79424155689865,25.413543262309677
133,musedata_beethoven-bhl-orch-sym1,beethoven_l,246,48833,179,30208.937728635377,44498.51252262182,46671.27404359565,245.55985934389997,245.83177566636985,245.55739916598156,172.47255172584724
134,dcml_mozart_sonatas-K311,mozart_wa,231,0,0,1.0755791371670043,0.0003189329314132999,0.0004330705867326441,1.0674064883778756,0.0003189322013329443,0.0004330696168721726,0.0002656193533069053
135,musedata_beethoven-bhl-orch-sym7,beethoven_l,246,5,2,3.640923415424913,3.7004496087679004,4.185363941074395,3.5813103947661595,3.624086118115492,4.1153960528605165,1.873659477331765
136,musedata_beethoven-bhl-orch-sym1,beethoven_l,246,7,3,4.930547343069553,5.389524355357839,5.931610426230744,4.839908064598723,5.270409101213545,5.795041543088894,2.518399722214812
137,kern-humdrum-haydn-quartets-op09n2,haydn_fj,216,0,0,1.0768521539959388,3.720171421518595e-05,5.852186587496154e-05,1.0694009250832588,3.720170700083347e-05,5.852183458721072e-05,4.359144164190684e-05
138,kern-humdrum-haydn-symphonies-sym102,haydn_fj,216,68658,164,43446.55531739582,62950.3307398096,65584.9744694494,215.86833801689167,215.97111556408987,215.75567274004294,157.89145411065942
139,kern-humdrum-haydn-symphonies-sym101,haydn_fj,216,0,0,1.0768521539959388,0.4044887762152729,0.2659455617784871,1.0694009250832588,0.4031830906572603,0.2654772151624196,0.35655146107736724
140,osq-13145233,schubert_f,288,0,0,0.9900881386985868,3.757755006697117e-11,4.90120528291361e-11,0.9853763063176227,3.7577274625277823e-11,4.901190564510216e-11,3.3161056480489663e-11
141,musedata_beethoven-bhl-orch-sym7,beethoven_l,246,48833,179,30208.937728635377,44498.51252262182,46671.27404359565,245.55985934389997,245.83177566636985,245.55739916598156,172.47255172584724
